"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8"
-1.38904086940303,4.885251808552,-1.53222467630192,-5.99908238222783,-0.956687869077969,2.06962703597768,-1.6245579517279,2.8298540578018
-3.19890833920466,1.08879324707866,-3.17270651826359,-2.03222731067731,0.738516102449797,1.18844267313775,-0.62110342071075,0.6568894928378
-3.10552930110385,1.10995775419467,-2.11791735019424,-2.09841151519525,3.00544250082701,0.110248846487022,1.40691454788133,0.734582961821653
4.67129532561802,2.388171181667,-1.42453546338324,-3.37254612529349,0.191540511289502,-0.593259122317955,-0.471884986757919,-3.0902971451365
-1.95530268939324,2.84143369005495,1.46394179197607,-3.39838105513532,-1.49807409599944,0.365658497432986,-2.83066530530272,0.289931735550594
-4.15896005114103,0.782096008288355,-1.96005644234405,0.473531567338738,2.08348952498274,1.43760116870074,-1.15242338655463,-0.96583239723535
-1.6743791531036,-0.461394008300539,2.98879451546514,-3.24388074223404,0.848680853684393,-0.998830427062085,-1.08398382015573,-1.34439032531124
-5.81602682746245,2.65816739732378,-2.85990340041421,1.25917516898475,2.68903635778296,2.07966851184091,-0.0386800994460871,-0.183155586786555
-5.63187177722289,0.661669199373461,-2.71536605005267,2.7609978381549,2.12926263354165,0.978298536879758,0.543254328682391,-1.182373586319
-1.61138256735294,-0.0823338157918887,3.02194297964828,-1.38578602170873,1.74087271681791,-0.602828847091097,0.704556800219197,-2.10561407480717
-2.50835345984979,1.8329853149138,2.5540501435667,-1.99312071986663,-1.81504152628118,1.39138254075907,-3.89513956650377,0.894777227127128
-4.55800798121658,0.491539974432063,-1.25662735442577,1.44788040620558,1.76424836100895,0.990564173140462,-0.796766399541387,-0.308239518566046
2.73776941731348,3.43454418140219,4.02081292041584,-1.70413891333855,3.64690683736997,0.538882313828146,1.63819962672567,-2.51634352333563
-1.07177924937291,1.84077428233582,2.22613569303971,-1.04326490754672,-2.20028654769804,0.678518168219672,-2.57656602465749,-1.13815158400803
-4.01600702842602,-0.654155507111337,-1.49681897477557,2.48322007978709,0.80574669175469,0.00455347248056603,-0.61513384191366,-1.39860832213646
1.19580187919254,1.83941228437368,4.02235683611634,-1.90161026264924,3.51189390120426,0.945637872735545,1.24050008993768,-1.94192478970164
-2.48378753522776,1.4856627089522,2.26475723505925,-1.21822257179504,-1.0447486345505,2.13205561111594,-2.77350206933721,-1.09382753965394
-4.16216503663258,-0.713214418582522,-0.52842565442955,1.14623679368222,0.651341527235745,0.641216284133602,-1.15924681487159,-2.0693292970324
2.84785994122104,2.45743459527659,5.19654712955633,0.216840728535229,2.13619909472108,0.906668836939383,0.690339458513252,-1.81350778494013
-5.66151276102886,2.70340420878348,-2.86659076160611,0.213322158738014,0.283383990586122,0.262678251578057,-0.234431481123183,1.76186328184799
-2.53440058627838,0.809426631016725,-0.452829176274364,-4.1905216836488,-1.94288269111895,-0.220574455394582,-2.31892798237193,-0.714874278690403
-3.88985452698028,1.05757743809976,-1.89718016498441,-1.29161722489301,3.15966149863112,0.574377043748349,1.1933778612128,0.0217697577263386
-1.66593854662621,-0.840091470405294,0.681760499084661,-4.6269817780903,0.592429330409117,-0.89240878188925,-0.507429553960061,-1.47540635492472
-2.67551172035348,2.46670039040263,2.06406980454354,-3.01950004649367,-2.04830245152997,-0.781891736975953,-2.66420537338532,1.58743075420801
-4.68096565383294,0.327822548542268,-1.01415841975644,1.31137918452953,0.784744572906303,-0.122589221739147,-0.942009178353875,0.464166555968552
-1.88611162425094,-0.354259777872338,3.08507595363089,-2.87910916578485,0.047445455172157,-1.652917141328,-0.813314481555781,-0.984691032586323
-2.78239011242508,2.53225673649326,3.71009114951445,-2.7705540711829,-0.781126774590127,-0.0996793050341454,-2.30663121906619,2.68314263470813
-4.93561566941038,0.456902034945465,-1.17069010817921,2.01198143096885,1.66476340632246,0.669614866670673,-0.817255062359492,0.585853559092265
-1.87841864101144,-0.577681899933063,5.04132664267349,-1.4619247097038,1.20989116983583,-1.34087340760921,-0.168233463740793,0.255983655815667
-3.42691302802342,1.07857514421,4.22075874116688,-1.34140432204886,-2.2593639275578,0.422188952296929,-3.77202486581062,2.84904310084576
-4.88949394800319,0.307973557271777,-0.623992731199578,2.04651890021125,0.989316751364634,-0.00196989977798885,-0.580058263673116,0.650596989401667
-1.35032523855302,1.27262981432138,5.65178479806981,-1.90981768088433,3.41290519910135,-0.71183155903127,1.7281519708418,-0.0105783506281696
-3.6061625877266,0.363322504851172,5.09500159663055,-0.595956194857464,-2.03675780186938,0.506737164807989,-3.32249173216712,2.57154730720043
-5.10057748104385,-0.500775920208375,-0.74520293214299,3.04112261157491,0.410296762035846,0.00190592815645988,-0.675860600598329,-0.19549915994395
