"student","currProb","course","session","priorTutorAction","reward","Interaction","hintCount","TotalTime","TotalPSTime","TotalWETime","avgstepTime","avgstepTimePS","stepTimeDeviation","symbolicRepresentationCount","englishSymbolicSwitchCount","Level","probDiff","difficultProblemCountSolved","difficultProblemCountWE","easyProblemCountSolved","easyProblemCountWE","probAlternate","easyProbAlternate","RuleTypesCount","UseCount","PrepCount","MorphCount","OptionalCount","NewLevel","SolvedPSInLevel","SeenWEinLevel","probIndexinLevel","probIndexPSinLevel","InterfaceErrorCount","RightApp","WrongApp","WrongSemanticsApp","WrongSyntaxApp","PrightAppRatio","RrightAppRatio","F1Score","FDActionCount","BDActionCount","DirectProofActionCount","InDirectProofActionCount","actionCount","UseWindowInfo","NonPSelements","AppCount","AppRatio","hintRatio","BlankRatio","HoverHintCount","SystemInfoHintCount","NextStepClickCountWE","PreviousStepClickCountWE","deletedApp","ruleScoreMP","ruleScoreDS","ruleScoreSIMP","ruleScoreMT","ruleScoreADD","ruleScoreCONJ","ruleScoreHS","ruleScoreCD","ruleScoreDN","ruleScoreDEM","ruleScoreIMPL","ruleScoreCONTRA","ruleScoreEQUIV","ruleScoreCOM","ruleScoreASSOC","ruleScoreDIST","ruleScoreABS","ruleScoreEXP","ruleScoreTAUT","cumul_Interaction","cumul_hintCount","cumul_TotalTime","cumul_TotalPSTime","cumul_TotalWETime","cumul_avgstepTime","cumul_avgstepTimeWE","cumul_avgstepTimePS","cumul_symbolicRepresentationCount","cumul_englishSymbolicSwitchCount","cumul_difficultProblemCountSolved","cumul_difficultProblemCountWE","cumul_easyProblemCountSolved","cumul_easyProblemCountWE","cumul_probAlternate","cumul_easyProbAlternate","cumul_RuleTypesCount","cumul_UseCount","cumul_PrepCount","cumul_MorphCount","cumul_OptionalCount","cumul_probIndexinLevel","cumul_InterfaceErrorCount","cumul_RightApp","cumul_WrongApp","cumul_WrongSemanticsApp","cumul_WrongSyntaxApp","cumul_PrightAppRatio","cumul_RrightAppRatio","cumul_F1Score","cumul_FDActionCount","cumul_BDActionCount","cumul_DirectProofActionCount","cumul_InDirectProofActionCount","cumul_actionCount","cumul_UseWindowInfo","cumul_NonPSelements","cumul_AppCount","cumul_AppRatio","cumul_hintRatio","cumul_BlankRatio","cumul_HoverHintCount","cumul_SystemInfoHintCount","cumul_NextStepClickCountWE","cumul_PreviousStepClickCountWE","cumul_deletedApp","CurrPro_NumProbRule","CurrPro_avgProbTime","CurrPro_avgProbTimePS","CurrPro_avgProbTimeDeviationPS","CurrPro_avgProbTimeWE","CurrPro_avgProbTimeDeviationWE","CurrPro_medianProbTime"
"007e-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",1.973684211,36,0,443.623,443.623,0,11.37494872,11.37494872,18.88317039,1,0,1,0,0,0,0,0,0,0,4,2,4,4,1,0,0,0,3,3,3,10,1,1,0,0.294117647,2.5,0.526315789,36,0,5,31,36,0,2,34,0.944444444,0,0.055555556,0,0,0,0,1,0.042325843,0.092176562,0.287332136,0.011547283,0.011267201,0.029381482,0.024655882,0.01,0.032069178,0.184382409,0.111904736,0.01,0.01,0.052450453,0.01155063,0.064341707,0.011340922,0.01,0.01,316,10,4639.32,4455.603,183.717,14.45271028,9.18585,14.80266777,2,2,0,0,0,0,0,0,4,12,18,33,11,3,40,31,44,31,13,0.128099174,2.066666667,0.241245136,281,0,53,228,281,4,39,242,0.861209964,0.035587189,0.138790036,11,2,13,4,4,4,252.0669214,252.0669214,419.3237917,0,0,119.459
"007e-F14","2.1.1.0","226-001-BARNES-F14",2,"PS",0,2,1,77.382,77.382,0,25.794,25.794,18.96149955,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0.166056337,0,0.323480324,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,2,1,77.382,77.382,0,25.794,5.24969423,25.794,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.160948709,0,0.268913966,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
"007e-F14","2.1.2.0","226-001-BARNES-F14",2,"WE",0,9,0,133.239,0,133.239,14.80433333,5.730519118,18.94798165,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0.166056337,0,0.323480324,6,0,6,0,6,0,6,0,0,0,1,0,0,6,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,11,1,210.621,77.382,133.239,17.55175,14.80433333,25.794,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0.160948709,0,0.268913966,7,0,7,0,7,0,7,0,0,0.142857143,1,0,0,6,0,0,4,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
"007e-F14","2.1.3.0","226-001-BARNES-F14",2,"PS",0,54,0,677.143,677.143,0,12.09183929,12.09183929,16.37857367,1,0,2,1,1,0,0,0,0,0,3,5,5,2,0,0,1,0,2,0,10,10,2,0,2,0.217391304,2,0.392156863,46,0,46,0,46,0,0,46,1,0,0,0,0,0,0,0,0.042325843,0.275941388,0.793245801,0.011547283,0.011267201,0.198470395,0.148024392,0.01,0.032069178,0.184382409,0.315194355,0.01,0.01,0.052450453,0.01155063,0.064341707,0.011340922,0.01,0.01,65,1,887.764,754.525,133.239,13.05535294,14.80433333,12.78855932,3,0,1,1,0,0,0,0,3,5,5,2,0,2,15,10,2,0,2,0.217391304,0.666666667,0.327868852,53,0,53,0,53,0,7,46,0.867924528,0.018867925,0.132075472,0,0,6,0,0,4,225.4508831,225.4508831,312.2420144,0,0,126.088
"007e-F14","2.1.1.0","226-001-BARNES-F14",3,"PS",0,387,13,2961.025,2961.025,0,7.631507732,7.631507732,12.56310373,1,0,2,1,0,0,0,0,0,0,4,19,7,46,13,0,0,0,3,3,63,31,54,17,37,0.1,5.166666667,0.196202532,325,0,91,234,325,0,15,310,0.953846154,0.04,0.046153846,6,0,0,0,16,0.021529617,0.011853002,0.091673172,0.050700044,0.011389913,0.434240365,0.011605364,0.01,0.198535627,0.068538443,0.027664039,0.01,0.01,0.10216907,0.011852917,0.011853616,0.011340922,0.01,0.01,452,14,3848.789,3715.55,133.239,8.440326754,14.80433333,8.312192394,4,0,1,1,0,0,0,0,4,24,12,48,13,3,78,41,56,17,39,0.115168539,1.952380952,0.217506631,378,0,144,234,378,0,22,356,0.941798942,0.037037037,0.058201058,6,0,6,0,16,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
"007e-F14","2.-1.1.0","226-001-BARNES-F14",3,"PS",0,47,0,415.997,415.997,0,8.666604167,8.666604167,12.79899962,1,0,2,-1,0,0,1,0,0,0,3,3,4,5,0,0,1,0,1,3,7,7,5,3,2,0.184210526,1.75,0.333333333,41,0,3,38,41,0,3,38,0.926829268,0,0.073170732,0,0,0,0,0,0.021529617,0.030399088,0.752110259,0.099145061,0.011389913,0.56855335,0.011605364,0.01,0.198535627,0.129340525,0.01155672,0.01,0.01,0.10216907,0.011852917,0.011853616,0.011340922,0.01,0.01,499,14,4264.786,4131.547,133.239,8.461876984,14.80433333,8.346559596,5,0,1,1,1,0,0,0,4,27,16,53,13,1,85,48,61,20,41,0.121827411,1.92,0.229116945,419,0,147,272,419,0,25,394,0.940334129,0.033412888,0.059665871,6,0,6,0,16,4,176.7903077,154.0761296,265.0543796,15.87245455,33.782921,94.894
"007e-F14","2.-1.4.0","226-001-BARNES-F14",3,"PS",-101.9736842,100,0,660.625,660.625,0,6.413834951,6.413834951,12.53414312,1,0,2,-1,0,0,1,0,0,0,4,10,6,7,1,0,0,0,1,1,13,11,13,6,7,0.125,2.75,0.239130435,90,0,2,88,90,0,2,88,0.977777778,0,0.022222222,0,0,0,0,2,0.0280114,0.088270061,0.914233688,0.06181631,0.011389913,0.367729804,0.011605364,0.01,0.111010732,0.029487672,0.031920145,0.01,0.01,0.10216907,0.011852917,0.011592219,0.011340922,0.01,0.01,599,14,4925.411,4792.172,133.239,8.114350906,14.80433333,8.013665552,6,0,1,1,2,0,0,0,4,37,22,60,14,1,98,59,74,26,48,0.122406639,2.034482759,0.230919765,509,0,149,360,509,0,27,482,0.946954813,0.027504912,0.053045187,6,0,6,0,18,4,128.7970288,128.7970288,170.0369627,0,0,75.365
"007e-F14","3.-1.1.0","226-001-BARNES-F14",3,"WE",0,6,0,117.898,2.247,115.651,16.84257143,2.247,12.51719441,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0.166056337,0,0.323480324,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,6,0,117.898,2.247,115.651,16.84257143,19.27516667,2.247,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.160948709,0,0.268913966,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0,4,375.3107875,361.4209625,461.5374397,12.34651111,44.56120087,173.5405
"007e-F14","3.-1.2.0","226-001-BARNES-F14",3,"PS",0,89,1,568.178,568.178,0,6.384022472,6.384022472,12.23627581,1,0,3,-1,0,0,0,0,0,0,3,3,3,15,0,0,0,0,1,0,10,7,14,7,7,0.097222222,1.75,0.184210526,79,0,4,75,79,0,7,72,0.911392405,0.012658228,0.088607595,0,0,0,0,1,0.01687451,0.022759476,0.990276229,0.06181631,0.011389913,0.083035023,0.011605364,0.01,0.058981312,0.019439005,0.011553809,0.01,0.01,0.10216907,0.011852917,0.011592219,0.011340922,0.01,0.01,95,1,686.076,570.425,115.651,7.146625,19.27516667,6.338055556,2,0,0,0,0,1,0,0,3,3,3,15,0,1,12,7,14,7,7,0.097222222,0.875,0.175,84,0,9,75,84,0,12,72,0.857142857,0.011904762,0.142857143,0,0,5,0,1,4,258.3526324,249.4642174,515.4094065,4.999267606,14.14857341,6.5115
"007e-F14","3.-1.2.1","226-001-BARNES-F14",3,"PS",0,205,1,1881.012,1881.012,0,9.131126214,9.131126214,12.94890923,0,2,3,-1,0,0,1,0,1,1,4,17,6,21,1,0,1,0,2,0,30,21,24,7,17,0.122807018,5.25,0.24,176,0,25,151,176,0,5,171,0.971590909,0.005681818,0.028409091,1,0,0,0,4,0.177344482,0.013796099,0.994974689,0.027908094,0.011389913,0.152916274,0.011558513,0.01,0.113332534,0.040379438,0.058140219,0.052450453,0.01,0.10216907,0.011852917,0.027732473,0.011340922,0.01,0.01,300,2,2567.088,2451.437,115.651,8.500291391,19.27516667,8.281881757,2,2,0,0,1,1,1,1,4,20,9,36,1,2,42,28,38,14,24,0.115226337,2.333333333,0.219607843,260,0,34,226,260,0,17,243,0.934615385,0.007692308,0.065384615,1,0,5,0,5,4,142.5476176,142.5476176,339.9780834,0,0,0.573
"007e-F14","3.-1.3.0","226-001-BARNES-F14",3,"WE",0,8,0,121.983,0,121.983,15.247875,5.730519118,12.94354616,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,0.166056337,0,0.323480324,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,308,2,2689.071,2451.437,237.634,8.674422581,16.97385714,8.281881757,2,2,0,0,1,2,0,0,4,20,9,36,1,2,43,28,38,14,24,0.115226337,1.647058824,0.215384615,267,0,41,226,267,0,24,243,0.91011236,0.007490637,0.08988764,1,0,12,0,5,4,171.4819104,163.4712059,429.9280166,5.294269504,18.02561068,0.831
"007e-F14","3.-1.4.0","226-001-BARNES-F14",3,"PS",58.68131868,29,0,174.343,174.343,0,5.623967742,5.623967742,12.89947989,1,0,3,-1,0,0,1,0,0,0,2,3,3,0,0,0,0,0,3,2,10,5,1,1,0,0.238095238,1,0.384615385,21,0,21,0,21,0,0,21,1,0,0,0,0,0,0,0,0.177344482,0.033560991,0.99947222,0.089019081,0.011389913,0.359778379,0.011558513,0.01,0.113332534,0.040379438,0.058140219,0.052450453,0.01,0.10216907,0.011852917,0.027732473,0.011340922,0.01,0.01,337,2,2863.414,2625.78,237.634,8.397108504,16.97385714,8.029908257,2,2,0,0,2,2,0,0,4,23,12,36,1,3,53,33,39,15,24,0.125,1.5,0.230769231,288,0,62,226,288,0,24,264,0.916666667,0.006944444,0.083333333,1,0,12,0,5,4,179.7953118,179.7953118,295.916315,0,0,79.2725
"007e-F14","4.1.1.0","226-001-BARNES-F14",3,"WE",0,8,0,128.239,1.86,126.379,14.24877778,1.86,12.89378433,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0.166056337,0,0.323480324,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,8,0,128.239,1.86,126.379,14.24877778,15.797375,1.86,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.160948709,0,0.268913966,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0,4,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
"007e-F14","4.1.2.0","226-001-BARNES-F14",3,"WE",0,11,0,144.107,0.791,143.316,13.10063636,0.791,12.90852603,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0.323480324,8,0,8,0,8,0,7,1,0.125,0,0.875,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,19,0,272.346,2.651,269.695,13.6173,14.98305556,1.3255,2,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0.268913966,15,0,15,0,15,0,14,1,0.066666667,0,0.933333333,0,0,14,0,0,5,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
"007e-F14","4.1.3.0","226-001-BARNES-F14",3,"PS",87.56868132,98,0,769.76,769.76,0,7.6976,7.6976,12.51533317,1,0,4,1,1,0,0,0,0,0,4,7,8,16,1,0,0,0,2,0,11,27,5,5,0,0.310344828,4.5,0.580645161,89,0,21,68,89,0,2,87,0.97752809,0,0.02247191,0,0,0,0,0,0.503665089,0.129752949,0.999999397,0.089019081,0.011389913,0.842332714,0.029918147,0.01,0.197067923,0.149705874,0.205676185,0.052450453,0.01,0.10216907,0.028234855,0.027732473,0.011340922,0.01,0.01,117,0,1042.106,772.411,269.695,8.684216667,14.98305556,7.572656863,3,0,1,2,0,0,0,0,4,7,8,16,1,2,16,27,5,5,0,0.306818182,1.5,0.509433962,104,0,36,68,104,0,16,88,0.846153846,0,0.153846154,0,0,14,0,0,5,705.756679,705.756679,623.5281073,0,0,506.664
"007e-F14","5.1.1.0","226-001-BARNES-F14",3,"WE",0,8,0,90.267,0,90.267,11.283375,5.730519118,12.51108454,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0,0.323480324,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,8,0,90.267,0,90.267,11.283375,11.283375,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0,0.268913966,7,0,7,0,7,0,7,0,0,0,1,0,0,7,0,0,5,136.7717735,113.2824938,220.7980538,18.59096443,32.38021109,67.9345
"007e-F14","5.1.2.0","226-001-BARNES-F14",3,"PS",0,54,0,384.851,384.851,0,6.997290909,6.997290909,12.5339566,1,0,5,1,1,0,0,0,0,0,3,3,4,5,0,0,1,0,1,0,15,11,1,0,1,0.275,1.375,0.458333333,40,0,40,0,40,0,0,40,1,0,0,0,0,0,0,4,0.757702128,0.029558103,0.999999937,0.235806407,0.011389913,0.927549822,0.029918147,0.01,0.432093999,0.354134435,0.88407283,0.052450453,0.01,0.10216907,0.028234855,0.027732473,0.011340922,0.01,0.01,62,0,475.118,384.851,90.267,7.541555556,11.283375,6.997290909,2,0,1,1,0,0,0,0,3,3,4,5,0,1,16,11,1,0,1,0.275,0.846153846,0.41509434,47,0,47,0,47,0,7,40,0.85106383,0,0.14893617,0,0,7,0,4,6,88.52143265,58.20607937,172.7969031,27.74632016,35.8557963,41.78
"007e-F14","5.1.3.0","226-001-BARNES-F14",3,"PS",-103.3791866,359,0,1380.791,1380.791,0,3.814339779,3.814339779,11.42528282,1,0,5,1,1,0,0,0,0,0,4,23,24,20,5,0,0,0,2,2,68,33,41,12,29,0.113013699,5.5,0.22147651,294,0,23,271,294,0,2,292,0.993197279,0,0.006802721,0,0,0,0,15,0.011610519,0.011551171,0.999990568,0.054970187,0.026362369,0.041071042,0.022002738,0.01,0.683854976,0.490501372,0.5622524,0.151887687,0.011522626,0.430750608,0.01385124,0.013780925,0.011340922,0.01,0.01,421,0,1855.909,1765.642,90.267,4.366844706,11.283375,4.234153477,3,0,2,1,0,0,0,0,4,26,28,25,5,2,84,44,42,12,30,0.13253012,2.315789474,0.250712251,341,0,70,271,341,0,9,332,0.973607038,0,0.026392962,0,0,7,0,19,5,537.6418304,537.6411391,788.7727724,0.00060687,0.009823053,354.852
"007e-F14","6.-1.1.0","226-001-BARNES-F14",3,"WE",0,7,0,28.793,0,28.793,4.113285714,5.730519118,11.42528282,1,0,6,-1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0.166056337,0,0.323480324,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,7,0,28.793,0,28.793,4.113285714,4.113285714,6.100940583,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.160948709,0,0.268913966,5,0,5,0,5,0,5,0,0,0,1,0,0,5,0,0,3,75.43072222,63.22328947,115.0948093,8.460027027,24.21354567,53.9815
"007e-F14","6.-1.2.0","226-001-BARNES-F14",3,"WE",0,9,0,64.369,0,64.369,7.152111111,5.730519118,11.42180264,1,0,6,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.166056337,0,0.323480324,8,0,8,0,8,0,8,0,0,0,1,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,16,0,93.162,0,93.162,5.822625,5.822625,6.100940583,2,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0.160948709,0,0.268913966,13,0,13,0,13,0,13,0,0,0,1,0,0,13,0,0,5,199.3776765,179.00325,336.1851592,8.582666667,19.75049407,49.334
"007e-F14","6.-1.3.0","226-001-BARNES-F14",3,"PS",0,90,2,688.172,688.172,0,7.480130435,7.480130435,11.66884938,1,0,6,-1,0,0,1,0,0,0,3,5,5,8,0,0,1,0,2,0,26,11,7,3,4,0.171875,1.833333333,0.314285714,66,0,66,0,66,0,2,64,0.96969697,0.03030303,0.03030303,0,0,0,0,0,0.011559213,0.011551171,0.999999588,0.054970187,0.026362369,0.041071042,0.200382891,0.01,0.239228288,0.125997714,0.014774051,0.841291181,0.13006003,0.430750608,0.01385124,0.013780925,0.011340922,0.01,0.01,106,2,781.334,688.172,93.162,7.234574074,5.822625,7.480130435,3,0,0,0,1,2,0,0,3,5,5,8,0,2,29,11,7,3,4,0.171875,0.6875,0.275,79,0,79,0,79,0,15,64,0.810126582,0.025316456,0.189873418,0,0,13,0,0,4,124.538474,118.1028846,212.0266851,4.659722222,20.83377219,2.4545
"007e-F14","6.-1.4.0","226-001-BARNES-F14",3,"PS",-42.8708134,314,0,1606.18,1606.18,0,5.06681388,5.06681388,9.696470968,1,0,6,-1,1,0,0,0,0,0,4,22,10,44,3,0,0,0,3,3,71,42,37,15,22,0.173553719,8.4,0.340080972,246,0,52,194,246,0,4,242,0.983739837,0,0.016260163,0,0,0,0,4,0.028392146,0.027653306,0.999999881,0.147983412,0.019975932,0.040791942,0.200382891,0.01,0.994836457,0.980472256,0.790359015,0.891857784,0.13006003,0.430750608,0.01385124,0.033069174,0.011340922,0.01,0.01,420,2,2387.514,2294.352,93.162,5.61768,5.822625,5.609662592,4,0,1,0,1,2,0,0,4,27,15,52,3,3,100,53,44,18,26,0.173202614,2.523809524,0.324159021,325,0,131,194,325,0,19,306,0.941538462,0.006153846,0.058461538,0,0,13,0,4,6,216.4599378,216.4599378,393.9422859,0,0,5.613
"007f-F14","1.0.1.0","226-001-BARNES-F14",1,"WE",0,15,0,265.932,0,265.932,17.7288,5.730519118,0.313955411,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0.166056337,0,0.323480324,11,0,11,0,11,0,11,0,0,0,1,0,2,7,2,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,15,0,265.932,0,265.932,17.7288,17.7288,6.100940583,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.160948709,0,0.268913966,11,0,11,0,11,0,11,0,0,0,1,0,2,7,2,0,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
"007f-F14","1.0.2.0","226-001-BARNES-F14",1,"PS",0,8,0,51.696,51.696,0,6.462,6.462,14.68484633,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.166056337,0,0.323480324,8,0,8,0,8,0,8,0,0,0,1,0,0,0,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,23,0,317.628,51.696,265.932,13.80991304,17.7288,6.462,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0.160948709,0,0.268913966,19,0,19,0,19,0,19,0,0,0,1,0,2,7,2,0,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
"007f-F14","1.0.3.0","226-001-BARNES-F14",1,"WE",0,12,0,102.463,0,102.463,7.881769231,5.730519118,0.24395184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0.166056337,0,0.323480324,11,0,11,0,11,0,11,0,0,0,1,0,0,11,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,35,0,420.091,51.696,368.395,11.66919444,13.15696429,6.462,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0.160948709,0,0.268913966,30,0,30,0,30,0,30,0,0,0,1,0,2,18,2,0,4,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
"007f-F14","1.0.4.0","226-001-BARNES-F14",2,"PS",0,339,0,2946.962,2946.962,0,8.667535294,8.667535294,14.0107649,1,0,1,0,0,0,0,0,0,0,4,37,19,8,7,0,1,0,3,0,43,14,57,7,50,0.050541516,3.5,0.099644128,279,18,291,6,297,6,20,277,0.932659933,0,0.067340067,30,2,0,0,0,0.083893966,0.051674212,0.043671125,0.011551155,0.043493904,0.011551084,0.011547283,0.01155063,0.01,0.011551084,0.017321138,0.01,0.011340922,0.052450453,0.011547283,0.052450453,0.01,0.01,0.01,374,0,3367.053,2998.658,368.395,8.954928191,13.15696429,8.616833333,4,0,0,0,0,0,0,0,4,37,19,8,7,3,49,14,57,7,50,0.050541516,0.933333333,0.095890411,309,18,321,6,327,6,50,277,0.847094801,0,0.152905199,30,4,18,2,0,4,252.0669214,252.0669214,419.3237917,0,0,119.459
"007f-F14","1.0.2.0","226-001-BARNES-F14",2,"PS",-96.05263158,64,0,947.891,947.891,0,14.14762687,14.14762687,14.74358059,1,0,1,0,0,0,0,0,0,0,4,5,2,7,3,0,0,0,4,4,6,8,9,5,4,0.13559322,2.666666667,0.258064516,61,0,61,0,61,0,2,59,0.967213115,0,0.032786885,5,0,0,0,0,0.224681268,0.163906378,0.318323114,0.011551155,0.043493904,0.011551084,0.011547283,0.01155063,0.024655882,0.011551145,0.027657105,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,438,0,4314.944,3946.549,368.395,9.74027991,13.15696429,9.509756627,5,0,0,0,0,0,0,0,4,42,21,15,10,4,55,22,66,12,54,0.06547619,1.222222222,0.124293785,370,18,382,6,388,6,52,336,0.865979381,0,0.134020619,35,4,18,2,0,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
"007f-F14","2.1.1.0","226-001-BARNES-F14",2,"PS",0,28,0,251.545,251.545,0,8.384833333,8.384833333,14.70602736,1,0,2,1,1,0,0,0,0,0,2,4,3,0,0,1,1,0,0,0,7,6,1,1,0,0.260869565,1,0.413793103,23,0,23,0,23,0,0,23,1,0,0,0,0,0,0,0,0.734313687,0.163906378,0.318323114,0.029906124,0.317480469,0.043755252,0.011547283,0.01155063,0.024655882,0.011551145,0.027657105,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,28,0,251.545,251.545,0,8.384833333,5.24969423,8.384833333,1,0,1,0,0,0,0,0,2,4,3,0,0,0,7,6,1,1,0,0.260869565,1,0.413793103,23,0,23,0,23,0,0,23,1,0,0,0,0,0,0,0,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
