TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,PrightAppRatio,RrightAppRatio,F1Score,AppRatio,hintRatio,BlankRatio,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_TotalTime,cumul_TotalPSTime,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_AppRatio,cumul_hintRatio,cumul_BlankRatio,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeWE,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
2946.962,2946.962,0,8.667535294,8.667535294,14.0107649,0.050541516,3.5,0.099644128,0.932659933,0,0.067340067,0.083893966,0.051674212,0.043671125,0.011551155,0.043493904,0.011551084,0.011547283,0.01155063,0.01,0.011551084,0.017321138,0.01,0.011340922,0.052450453,0.011547283,0.052450453,0.01,0.01,0.01,3367.053,2998.658,368.395,8.954928191,13.15696429,8.616833333,0.050541516,0.933333333,0.095890411,0.847094801,0,0.152905199,252.0669214,252.0669214,419.3237917,0,0,119.459
947.891,947.891,0,14.14762687,14.14762687,14.74358059,0.13559322,2.666666667,0.258064516,0.967213115,0,0.032786885,0.224681268,0.163906378,0.318323114,0.011551155,0.043493904,0.011551084,0.011547283,0.01155063,0.024655882,0.011551145,0.027657105,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,4314.944,3946.549,368.395,9.74027991,13.15696429,9.509756627,0.06547619,1.222222222,0.124293785,0.865979381,0,0.134020619,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
251.545,251.545,0,8.384833333,8.384833333,14.70602736,0.260869565,1,0.413793103,1,0,0,0.734313687,0.163906378,0.318323114,0.029906124,0.317480469,0.043755252,0.011547283,0.01155063,0.024655882,0.011551145,0.027657105,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,251.545,251.545,0,8.384833333,5.24969423,8.384833333,0.260869565,1,0.413793103,1,0,0,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
215.107,0,215.107,30.72957143,5.730519118,14.69572185,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,466.652,251.545,215.107,12.61221622,30.72957143,8.384833333,0.260869565,0.6,0.363636364,0.793103448,0,0.206896552,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
145.11,145.11,0,9.069375,9.069375,14.67999947,0.307692308,0.8,0.444444444,1,0,0,0.734313687,0.163906378,0.590308378,0.247186255,0.317480469,0.130265426,0.011547283,0.01155063,0.024655882,0.011551145,0.027657105,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,611.762,396.655,215.107,11.54267925,30.72957143,8.622934783,0.277777778,0.666666667,0.392156863,0.857142857,0,0.142857143,225.4508831,225.4508831,312.2420144,0,0,126.088
861.702,861.702,0,18.73265217,18.73265217,15.78563311,0.222222222,1.142857143,0.372093023,0.87804878,0.024390244,0.12195122,0.908241893,0.163906378,0.992425697,0.50376235,0.589372084,0.130265426,0.011547283,0.01155063,0.024655882,0.011551154,0.013770381,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,861.702,861.702,0,18.73265217,5.24969423,18.73265217,0.222222222,1.142857143,0.372093023,0.87804878,0.024390244,0.12195122,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
83.639,0,83.639,7.603545455,5.730519118,15.77615078,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,945.341,861.702,83.639,16.58492982,7.603545455,18.73265217,0.222222222,0.533333333,0.31372549,0.705882353,0.019607843,0.294117647,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
178.573,178.573,0,7.440541667,7.440541667,15.61638008,0.318181818,1,0.482758621,1,0,0,0.968338623,0.378683583,0.999202657,0.757773562,0.815636278,0.318722505,0.011547283,0.01155063,0.024655882,0.011551154,0.013770381,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,1123.914,1040.275,83.639,13.87548148,7.603545455,14.86107143,0.25862069,0.681818182,0.375,0.794520548,0.01369863,0.205479452,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
123.363,0,123.363,13.707,5.730519118,15.60706373,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,123.363,0,123.363,13.707,13.707,6.100940583,0.160948709,0,0.268913966,0,0,1,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
816.738,816.738,0,7.164368421,7.164368421,15.09755027,0.137254902,2.333333333,0.259259259,1,0,0,0.9603572,0.03718853,0.999916582,0.311294173,0.089510766,0.194090704,0.018136323,0.011550857,0.10216907,0.011551155,0.011877858,0.01,0.011340922,0.052450453,0.01155063,0.038685741,0.01,0.01,0.01,940.101,816.738,123.363,7.643097561,13.707,7.164368421,0.137254902,1.166666667,0.245614035,0.927272727,0,0.072727273,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
506.664,506.664,0,5.223340206,5.223340206,14.48857321,0.111111111,1.5,0.206896552,0.987804878,0,0.012195122,0.950738589,0.015115683,0.999965159,0.311294173,0.022954755,0.117705193,0.24941474,0.011551124,0.039143027,0.011551155,0.027735435,0.01,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.01,0.011340922,1446.765,1323.402,123.363,6.576204545,13.707,6.272047393,0.12568306,1.277777778,0.228855721,0.953125,0,0.046875,705.756679,705.756679,623.5281073,0,0,506.664
140.762,140.762,0,7.408526316,7.408526316,14.41967229,0.333333333,1,0.5,0.9375,0,0.0625,0.950738589,0.053865217,0.999996357,0.811295393,0.022954755,0.117705193,0.24941474,0.011551124,0.039143027,0.011551155,0.027735435,0.01,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.01,0.011340922,1588.429,1465.066,123.363,6.590991701,13.707,6.314939655,0.141414141,0.823529412,0.24137931,0.947368421,0,0.052631579,90.489,90.489,72.71220904,0,0,65.366
344.15,344.15,0,8.824358974,8.824358974,14.44383249,0.310344828,3,0.5625,1,0,0,0.967126579,0.155341289,0.99999512,0.870614466,0.022954755,0.117705193,0.515071459,0.011551124,0.039143027,0.011551155,0.027735435,0.01,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.01,0.011340922,1932.579,1809.216,123.363,6.902067857,13.707,6.676073801,0.162995595,1,0.28030303,0.953781513,0,0.046218487,116.7323228,116.7323228,254.6386796,0,0,0.3955
167.968,0,167.968,23.99542857,5.730519118,14.43798355,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,167.968,0,167.968,23.99542857,23.99542857,6.100940583,0.160948709,0,0.268913966,0,0,1,208.6476341,184.0883023,347.5008632,14.51718182,35.49328382,43.759
550.54,550.54,0,16.6830303,16.6830303,21.909432,0.222222222,1.5,0.387096774,0.931034483,0,0.068965517,0.967126579,0.155341289,0.99999512,0.870614466,0.022954755,0.117705193,0.765985048,0.011551124,0.039143027,0.094355909,0.112303323,0.039311765,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.01,0.011340922,718.508,550.54,167.968,17.9627,23.99542857,16.6830303,0.222222222,0.75,0.342857143,0.771428571,0,0.228571429,140.2483488,126.5726136,249.2953071,9.818808511,29.99950422,27.235
204.315,204.315,0,10.21575,10.21575,20.3239865,0.235294118,1,0.380952381,1,0,0,0.967126579,0.155341289,0.99999512,0.954094027,0.022954755,0.294651515,0.765985048,0.011551124,0.11851203,0.247186257,0.112303323,0.039311765,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.011340922,0.011340922,922.823,754.855,167.968,15.38038333,23.99542857,14.24254717,0.227272727,0.833333333,0.357142857,0.846153846,0,0.153846154,116.6769294,112.7917529,130.5157674,3.513191489,14.25788796,75.751
292.745,292.745,0,9.758166667,9.758166667,18.99675368,0.32,1.6,0.533333333,0.925925926,0,0.074074074,0.989125399,0.155341289,0.999998422,0.954094027,0.075611965,0.294651515,0.765985048,0.011551124,0.565095655,0.757773564,0.192282534,0.039311765,0.011522626,0.052450453,0.01155063,0.038685741,0.01,0.011340922,0.011340922,1215.568,1047.6,167.968,13.50631111,23.99542857,12.62168675,0.260869565,1.058823529,0.418604651,0.873417722,0,0.126582278,148.5715217,148.5715217,219.926279,0,0,87.423
111.859,0,111.859,11.1859,5.730519118,18.92746126,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,111.859,0,111.859,11.1859,11.1859,6.100940583,0.160948709,0,0.268913966,0,0,1,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
883.255,883.255,0,11.0406875,11.0406875,17.06363651,0.177419355,1.833333333,0.323529412,0.815789474,0.105263158,0.184210526,0.989125399,0.155341289,0.999999835,0.954094027,0.075611965,0.294651515,0.620731781,0.011551124,0.565095655,0.067541759,0.9920855,0.039311765,0.043673971,0.052450453,0.01155063,0.038685741,0.01,0.011340922,0.011340922,995.114,883.255,111.859,11.05682222,11.1859,11.0406875,0.177419355,0.846153846,0.293333333,0.729411765,0.094117647,0.270588235,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
558.499,558.499,0,5.524394059,5.730519118,10.26625576,0.333333333,1.220984799,0.323480324,0.954545455,0,0.045454545,0.996457408,0.364004733,0.999999998,0.954094027,0.020794167,0.563243543,0.620731781,0.011551124,0.800186937,0.41774532,0.999166585,0.039311765,0.318336633,0.052450453,0.01155063,0.038685741,0.01,0.011340922,0.011340922,1553.613,1441.754,111.859,5.869566985,5.24969423,6.100940583,0.240384615,0.903342333,0.268913966,0.80620155,0.062015504,0.19379845,457.3999871,457.3999871,605.6075083,0,0,303.571
607.017,607.017,0,9.338723077,9.338723077,14.59834824,0.137931034,2,0.258064516,1,0,0,0.042944019,0.01,0.118945582,0.024655882,0.01,0.01,0.01,0.01,0.024655882,0.01,0.02785947,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,607.017,607.017,0,9.338723077,5.24969423,9.338723077,0.137931034,2,0.258064516,1,0,0,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
249.669,0,249.669,11.889,5.730519118,14.59834824,0,0,0.323480324,0.307692308,0,0.692307692,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,856.686,607.017,249.669,9.961465116,11.889,9.338723077,0.129032258,1.142857143,0.231884058,0.873239437,0,0.126760563,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
71.814,0,71.814,11.969,5.730519118,14.52696697,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,928.5,607.017,321.483,10.0923913,11.90677778,9.338723077,0.129032258,0.727272727,0.219178082,0.815789474,0,0.184210526,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
469.736,469.736,0,13.04822222,13.04822222,16.26870294,0.285714286,2,0.5,0.875,0,0.125,0.128212679,0.039311765,0.297072353,0.024655882,0.087562036,0.01,0.01,0.01,0.024655882,0.024655882,0.112302398,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1398.236,1076.753,321.483,10.92371875,11.90677778,10.66092079,0.177777778,1.066666667,0.304761905,0.833333333,0,0.166666667,252.0669214,252.0669214,419.3237917,0,0,119.459
96.286,0,96.286,7.406615385,5.730519118,16.26870294,0,0,0.323480324,0.333333333,0,0.666666667,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,96.286,0,96.286,7.406615385,7.406615385,6.100940583,0,0,0.268913966,0.333333333,0,0.666666667,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
157.86,0,157.86,14.35090909,5.730519118,16.21939512,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,254.146,0,254.146,10.58941667,10.58941667,6.100940583,0,0,0.268913966,0.181818182,0,0.818181818,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
176.952,176.952,0,8.043272727,8.043272727,15.68098215,0.2,0.8,0.32,1,0,0,0.128212679,0.039311765,0.566085839,0.216640149,0.087562036,0.041235801,0.01,0.01,0.024655882,0.024655882,0.112302398,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,431.098,176.952,254.146,9.371695652,10.58941667,8.043272727,0.166666667,0.266666667,0.205128205,0.571428571,0,0.428571429,225.4508831,225.4508831,312.2420144,0,0,126.088
68.185,0,68.185,6.8185,5.730519118,15.68098215,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,68.185,0,68.185,6.8185,6.8185,6.100940583,0.160948709,0,0.268913966,0,0,1,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
12.356,0,12.356,1.2356,5.730519118,15.64150196,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,80.541,0,80.541,4.02705,4.02705,6.100940583,0.160948709,0,0.268913966,0,0,1,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
228.491,228.491,0,9.13964,9.13964,15.56944093,0.318181818,1,0.482758621,1,0,0,0.314854672,0.118945582,0.925437192,0.461283247,0.23266342,0.123869995,0.01,0.01,0.024655882,0.024655882,0.112302398,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,309.032,228.491,80.541,6.867377778,4.02705,9.13964,0.318181818,0.318181818,0.318181818,0.55,0,0.45,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
11.666,0,11.666,1.296222222,5.730519118,15.53420143,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,11.666,0,11.666,1.296222222,1.296222222,6.100940583,0.160948709,0,0.268913966,0,0,1,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
291.653,291.653,0,11.66612,11.66612,16.53164528,0.272727273,1,0.428571429,0.956521739,0.043478261,0.043478261,0.423728596,0.297072353,0.991638569,0.461283247,0.23266342,0.123869995,0.024655882,0.01,0.024655882,0.024655882,0.042116484,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,303.319,291.653,11.666,8.921147059,1.296222222,11.66612,0.272727273,0.5,0.352941176,0.709677419,0.032258065,0.290322581,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
3195.107,3195.107,0,11.05573356,11.05573356,22.03628398,0.12254902,4.166666667,0.238095238,0.953271028,0,0.046728972,0.510710133,0.019028457,0.999961514,0.01376985,0.23266342,0.714431499,0.725180082,0.01,0.296309343,0.01155116,0.058139934,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3498.426,3486.76,11.666,10.83104025,1.296222222,11.10433121,0.137168142,1.722222222,0.254098361,0.92244898,0.004081633,0.07755102,705.756679,705.756679,623.5281073,0,0,506.664
310.379,310.379,0,6.747369565,6.747369565,10.66793632,0.243902439,1.666666667,0.425531915,1,0,0,0.700411507,0.019028457,0.999995976,0.01376985,0.23266342,0.714431499,0.868181823,0.01,0.430750608,0.01155116,0.315194377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3808.805,3797.139,11.666,10.32196477,1.296222222,10.54760833,0.153558052,1.708333333,0.281786942,0.933566434,0.003496503,0.066433566,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
4.006,0,4.006,0.50075,5.730519118,10.59519522,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,4.006,0,4.006,0.50075,0.50075,6.100940583,0.160948709,0,0.268913966,0,0,1,136.7717735,113.2824938,220.7980538,18.59096443,32.38021109,67.9345
289.536,289.536,0,6.032,6.032,11.98435359,0.19047619,1,0.32,1,0,0,0.737486682,0.019028457,0.999999579,0.05006469,0.23266342,0.027653316,0.868181823,0.01,0.699891247,0.04375547,0.586822084,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,293.542,289.536,4.006,5.241821429,0.50075,6.032,0.19047619,0.615384615,0.290909091,0.857142857,0,0.142857143,88.52143265,58.20607937,172.7969031,27.74632016,35.8557963,41.78
256.976,256.976,0,12.23695238,12.23695238,13.93114603,0.375,1,0.545454545,1,0,0,0.737486682,0.019028457,0.999999579,0.146023358,0.23266342,0.027653316,0.953145426,0.01,0.699891247,0.318723539,0.931103446,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,550.518,546.512,4.006,7.149584416,0.50075,7.920463768,0.24137931,0.736842105,0.363636364,0.892307692,0,0.107692308,537.6418304,537.6411391,788.7727724,0.00060687,0.009823053,354.852
8.763,0,8.763,0.8763,5.730519118,13.93114603,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,8.763,0,8.763,0.8763,0.8763,6.100940583,0.160948709,0,0.268913966,0,0,1,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
0.043,0,0.043,0.0215,5.730519118,13.88744118,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,8.806,0,8.806,0.733833333,0.733833333,6.100940583,0.160948709,0,0.268913966,0,0,1,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
563.734,563.734,0,5.524394059,5.730519118,10.26625576,0.333333333,1.220984799,0.323480324,1,0,0,0.896558005,0.064802242,0.999999995,0.146023358,0.23266342,0.088335641,0.953145426,0.01,0.87794444,0.816493853,0.976617836,0.01,0.118945582,0.01,0.01,0.01,0.01,0.01,0.01,572.54,563.734,8.806,5.869566985,5.24969423,6.100940583,0.333333333,0.903342333,0.268913966,0.795918367,0,0.204081633,457.3999871,457.3999871,605.6075083,0,0,303.571
686.08,686.08,0,9.027368421,9.027368421,13.99429809,0.044444444,0.5,0.081632653,0.789473684,0.175438596,0.210526316,0.01,0.01,0.011051089,0.01,0.01,0.01,0.01,0.01,0.011547283,0.011551145,0.017321138,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,686.08,686.08,0,9.027368421,5.24969423,9.027368421,0.044444444,0.5,0.081632653,0.789473684,0.175438596,0.210526316,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
68.393,0,68.393,5.699416667,5.730519118,13.99429809,0,0,0.323480324,0.5,0,0.5,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,754.473,686.08,68.393,8.573556818,5.699416667,9.027368421,0.04,0.285714286,0.070175439,0.746268657,0.149253731,0.253731343,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
47.514,0,47.514,1.97975,5.730519118,13.93958736,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,801.987,686.08,115.907,7.160598214,3.219638889,9.027368421,0.04,0.181818182,0.06557377,0.581395349,0.11627907,0.418604651,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
618.892,618.892,0,2.933137441,2.933137441,8.827759864,0.031578947,1.5,0.06185567,1,0,0,0.011459593,0.030272275,0.011550974,0.011551084,0.011389913,0.011551155,0.011340922,0.011340922,0.011551258,0.011551155,0.01156064,0.052450453,0.011551155,0.01,0.011551154,0.011547283,0.011340922,0.011522626,0.011340922,1420.879,1304.972,115.907,4.399006192,3.219638889,4.546940767,0.033333333,0.533333333,0.062745098,0.869565217,0.036231884,0.130434783,252.0669214,252.0669214,419.3237917,0,0,119.459
2097.943,2097.943,0,2.602906948,2.602906948,6.040235923,0.050531915,9.5,0.100529101,0.972833118,0.016817594,0.027166882,0.011551155,0.011551864,0.046689893,0.011551155,0.011551155,0.011551155,0.057994459,0.011551155,0.058014207,0.011551155,0.011594039,0.928938892,0.011551155,0.565320927,0.011551155,0.03191727,0.011551155,0.011551155,0.011551155,3518.822,3402.915,115.907,3.116759965,3.219638889,3.113371455,0.046370968,2.421052632,0.090999011,0.945662536,0.021925643,0.054337464,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
549.292,549.292,0,3.637695364,3.637695364,6.045652411,0.109489051,3.75,0.212765957,0.978571429,0,0.021428571,0.011551155,0.011551384,0.202748192,0.011551258,0.029906125,0.011551155,0.018138361,0.011551155,0.013612642,0.011852918,0.058257541,0.9788706,0.011551155,0.682827257,0.011551155,0.011603215,0.011551155,0.011551155,0.011551155,4068.114,3952.207,115.907,3.178214063,3.219638889,3.177015273,0.054030115,2.652173913,0.105902778,0.949537426,0.019343987,0.050462574,252.0669214,252.0669214,419.3237917,0,0,119.459
435.134,435.134,0,4.729717391,4.729717391,6.258444153,0.215189873,4.25,0.409638554,0.963414634,0,0.036585366,0.011551155,0.043755827,0.537966198,0.028234857,0.20034013,0.011551155,0.012450733,0.011551155,0.014326223,0.011852918,0.157806263,0.985969066,0.011551155,0.775962496,0.011551155,0.02766693,0.011551155,0.011551155,0.011551155,4503.902,4387.995,115.907,3.280336489,3.219638889,3.28197083,0.064569536,2.516129032,0.12590799,0.949685535,0.018081761,0.050314465,252.0669214,252.0669214,419.3237917,0,0,119.459
1720.823,1720.823,0,4.701702186,4.701702186,6.650953652,0.126126126,10.5,0.24925816,0.954154728,0.005730659,0.045845272,0.098810498,0.033888075,0.996076452,0.01155117,0.01588318,0.027653306,0.011673356,0.011551155,0.111691154,0.011592124,0.011837885,0.998815011,0.011551155,0.952392255,0.011551155,0.035321809,0.011551155,0.011551155,0.011551155,6224.725,6108.818,115.907,3.579485336,3.219638889,3.58709219,0.077871512,3.428571429,0.152284264,0.950647748,0.015422579,0.049352252,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
366.126,366.126,0,7.471959184,7.471959184,7.013327606,0.119047619,1.25,0.217391304,0.913043478,0.086956522,0.086956522,0.040150008,0.033888075,0.980462811,0.027653333,0.01588318,0.027653306,0.011673356,0.011551155,0.314789594,0.011592124,0.011863458,0.998815011,0.011551155,0.952392255,0.011551155,0.014850295,0.011551155,0.011551155,0.011551155,366.126,366.126,0,7.471959184,5.24969423,7.471959184,0.119047619,1.25,0.217391304,0.913043478,0.086956522,0.086956522,176.7903077,154.0761296,265.0543796,15.87245455,33.782921,94.894
299.081,299.081,0,5.340732143,5.340732143,7.120388642,0.212765957,2,0.384615385,0.903846154,0.038461538,0.096153846,0.055849237,0.024267588,0.997352883,0.031917277,0.01294916,0.057994459,0.011673356,0.011551155,0.583540499,0.027732291,0.02773505,0.998815011,0.011551155,0.952392255,0.011551155,0.014850295,0.011551155,0.011551155,0.011551155,665.207,665.207,0,6.335304762,5.24969423,6.335304762,0.168539326,1.666666667,0.306122449,0.908163265,0.06122449,0.091836735,28.33736842,28.33736842,84.05069571,0,0,0.209
38.305,0,38.305,4.256111111,5.730519118,7.118330022,0,0,0.323480324,0.25,0,0.75,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,703.512,665.207,38.305,6.171157895,4.256111111,6.335304762,0.164835165,1.153846154,0.288461538,0.858490566,0.056603774,0.141509434,306.6665641,297.9796538,570.0559347,8.066416667,27.96419616,44.1755
110.406,110.406,0,4.41624,4.41624,7.066420695,0.227272727,1.25,0.384615385,0.956521739,0.043478261,0.043478261,0.160154777,0.024267588,0.999142539,0.031917277,0.011554656,0.165320687,0.044104383,0.011551155,0.583540499,0.027732291,0.02773505,0.998815011,0.011551155,0.968239454,0.011551155,0.014850295,0.011551155,0.011551155,0.011551155,813.918,775.613,38.305,5.85552518,4.256111111,5.966253846,0.17699115,1.176470588,0.307692308,0.875968992,0.054263566,0.124031008,131.8479846,124.3393485,263.0643007,5.12284507,18.09178329,27.37
95.044,95.044,0,3.27737931,3.27737931,7.019202043,0.230769231,1.5,0.4,1,0,0,0.014793041,0.21429658,0.999722591,0.018142302,0.011554656,0.165320687,0.131146976,0.011551155,0.583540499,0.027732291,0.111913366,0.998815011,0.011551155,0.968239454,0.011551155,0.014850295,0.011551155,0.011551155,0.011551155,908.962,870.657,38.305,5.410488095,4.256111111,5.475830189,0.18705036,1.238095238,0.325,0.896774194,0.04516129,0.103225806,128.7970288,128.7970288,170.0369627,0,0,75.365
