TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,PrightAppRatio,RrightAppRatio,F1Score,AppRatio,hintRatio,BlankRatio,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_TotalTime,cumul_TotalPSTime,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_AppRatio,cumul_hintRatio,cumul_BlankRatio,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeWE,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
108.756,108.756,0,7.2504,7.2504,8.582579774,0.25,1,0.4,1,0,0,0.042944019,0.039311765,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,157.783,108.756,49.027,7.51347619,8.171166667,7.2504,0.25,0.428571429,0.315789474,0.705882353,0,0.294117647,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
80.462,0,80.462,11.49457143,5.730519118,8.442368501,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,238.245,108.756,129.489,8.50875,9.960692308,7.2504,0.25,0.272727273,0.260869565,0.52173913,0,0.47826087,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
103.709,103.709,0,6.4818125,6.4818125,8.20554715,0.333333333,1,0.5,1,0,0,0.128212679,0.118945582,0.118945582,0.01,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,341.954,212.465,129.489,7.771681818,9.960692308,6.853709677,0.291666667,0.466666667,0.358974359,0.685714286,0,0.314285714,252.0669214,252.0669214,419.3237917,0,0,119.459
164.859,164.859,0,5.318032258,5.318032258,7.477076263,0.260869565,1,0.413793103,1,0,0,0.58644193,0.118945582,0.118945582,0.039311765,0.297072353,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,164.859,164.859,0,5.318032258,5.24969423,5.318032258,0.260869565,1,0.413793103,1,0,0,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
29.178,0,29.178,4.168285714,5.730519118,7.44911899,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,194.037,164.859,29.178,5.106236842,4.168285714,5.318032258,0.260869565,0.6,0.363636364,0.793103448,0,0.206896552,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
118.697,118.697,0,5.395318182,5.395318182,8.852454766,0.266666667,0.8,0.4,1,0,0,0.58644193,0.118945582,0.297072353,0.118945582,0.297072353,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,312.734,283.556,29.178,5.212233333,4.168285714,5.350113208,0.263157895,0.666666667,0.377358491,0.863636364,0,0.136363636,225.4508831,225.4508831,312.2420144,0,0,126.088
160.443,160.443,0,5.730107143,5.730107143,9.422798152,0.333333333,1,0.5,1,0,0,0.931002575,0.118945582,0.925437192,0.297072353,0.566085839,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,160.443,160.443,0,5.730107143,5.24969423,5.730107143,0.333333333,1,0.5,1,0,0,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
69.079,0,69.079,6.279909091,5.730519118,9.395120232,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,229.522,160.443,69.079,5.885179487,6.279909091,5.730107143,0.333333333,0.466666667,0.388888889,0.677419355,0,0.322580645,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
88.149,88.149,0,3.03962069,3.03962069,8.564823423,0.318181818,1,0.482758621,1,0,0,0.976581903,0.297072353,0.991638569,0.566085839,0.800831063,0.297072353,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,317.671,248.592,69.079,4.671632353,6.279909091,4.361263158,0.325581395,0.636363636,0.430769231,0.811320755,0,0.188679245,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
110.795,110.795,0,4.817173913,4.817173913,8.435232519,0.333333333,1,0.5,1,0,0,0.976581903,0.566085839,0.999119161,0.800831063,0.800831063,0.297072353,0.297072353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,110.795,110.795,0,4.817173913,5.24969423,4.817173913,0.333333333,1,0.5,1,0,0,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
37.236,0,37.236,4.137333333,5.730519118,8.418092948,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,148.031,110.795,37.236,4.62596875,4.137333333,4.817173913,0.333333333,0.5,0.4,0.692307692,0,0.307692308,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
277.579,277.579,0,8.164088235,8.164088235,9.130313278,0.2,1,0.333333333,1,0,0,0.992304347,0.566085839,0.999907839,0.800831063,0.800831063,0.566085839,0.406095272,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,425.61,388.374,37.236,6.448636364,4.137333333,6.813578947,0.25,0.666666667,0.363636364,0.857142857,0,0.142857143,705.756679,705.756679,623.5281073,0,0,506.664
81.634,81.634,0,4.802,4.802,8.858748352,0.333333333,0.8,0.470588235,1,0,0,0.992304347,0.800831063,0.999907839,0.800831063,0.800831063,0.566085839,0.678211518,0.039311765,0.039311765,0.01,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81.634,81.634,0,4.802,5.24969423,4.802,0.333333333,0.8,0.470588235,1,0,0,136.7717735,113.2824938,220.7980538,18.59096443,32.38021109,67.9345
38.562,0,38.562,3.505636364,5.730519118,8.84552048,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,120.196,81.634,38.562,4.292714286,3.505636364,4.802,0.333333333,0.307692308,0.32,0.545454545,0,0.454545455,88.52143265,58.20607937,172.7969031,27.74632016,35.8557963,41.78
372.749,372.749,0,10.0742973,10.0742973,9.785533303,0.272727273,1.5,0.461538462,0.942857143,0,0.057142857,0.996623547,0.800831063,0.999959651,0.800831063,0.366832734,0.776444028,0.678211518,0.039311765,0.079128673,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,492.945,454.383,38.562,7.583769231,3.505636364,8.4145,0.288888889,0.684210526,0.40625,0.789473684,0,0.210526316,537.6418304,537.6411391,788.7727724,0.00060687,0.009823053,354.852
122.866,122.866,0,4.725615385,4.725615385,9.519831924,0.086956522,0.285714286,0.133333333,1,0,0,0.996623547,0.800831063,0.999959651,0.800831063,0.366832734,0.91466573,0.678211518,0.058215605,0.079128673,0.118945582,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,122.866,122.866,0,4.725615385,5.24969423,4.725615385,0.086956522,0.285714286,0.133333333,1,0,0,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
14.627,0,14.627,4.875666667,5.730519118,9.509110883,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,137.493,122.866,14.627,4.741137931,4.875666667,4.725615385,0.086956522,0.153846154,0.111111111,0.92,0,0.08,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
189.72,189.72,0,5.524394059,5.730519118,10.26625576,0.366666667,1.220984799,0.323480324,1,0,0,0.998905741,0.925437192,0.999998636,0.800831063,0.366832734,0.970692766,0.678211518,0.058215605,0.214159729,0.566085839,0.118945582,0.01,0.039311765,0.01,0.01,0.01,0.01,0.01,0.01,327.213,312.586,14.627,5.869566985,5.24969423,6.100940583,0.245283019,0.903342333,0.268913966,0.963636364,0,0.036363636,457.3999871,457.3999871,605.6075083,0,0,303.571
784.898,784.898,0,8.919295455,8.919295455,15.35997662,0.083333333,1.5,0.157894737,1,0,0,0.039311765,0.013201672,0.058215605,0.01,0.01,0.011340922,0.011522626,0.01,0.013351755,0.01,0.011795958,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,784.898,784.898,0,8.919295455,5.24969423,8.919295455,0.083333333,1.5,0.157894737,1,0,0,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
131.532,0,131.532,2.63064,5.730519118,15.29864029,0,0,0.323480324,0.47826087,0,0.52173913,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,916.43,784.898,131.532,6.640797101,2.63064,8.919295455,0.072289157,0.857142857,0.133333333,0.873684211,0,0.126315789,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
1157.812,1157.812,0,8.576385185,8.576385185,10.40079472,0.118811881,3,0.228571429,0.885964912,0.078947368,0.114035088,0.118945582,0.046427918,0.381963301,0.01,0.089033719,0.011340922,0.011522626,0.01,0.011795958,0.011340922,0.057994462,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2074.242,1942.71,131.532,7.597956044,2.63064,8.711704036,0.097826087,1.636363636,0.184615385,0.880382775,0.043062201,0.119617225,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
160.275,160.275,0,3.642613636,3.642613636,8.958628859,0.128205128,1.25,0.23255814,1,0,0,0.138146479,0.052984237,0.655804848,0.011340922,0.235837903,0.011340922,0.011522626,0.01,0.011795958,0.011340922,0.111657578,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,2234.517,2102.985,131.532,7.048949527,2.63064,7.876348315,0.103139013,1.533333333,0.193277311,0.899193548,0.036290323,0.100806452,252.0669214,252.0669214,419.3237917,0,0,119.459
57.438,0,57.438,5.221636364,5.730519118,8.958628859,0,0,0.323480324,0.111111111,0,0.888888889,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,57.438,0,57.438,5.221636364,5.221636364,6.100940583,0,0,0.268913966,0.111111111,0,0.888888889,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
5.55,0,5.55,0.925,5.730519118,8.927955408,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,62.988,0,62.988,3.705176471,3.705176471,6.100940583,0,0,0.268913966,0.071428571,0,0.928571429,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
122.755,122.755,0,3.068875,3.068875,8.341656123,0.206896552,1.2,0.352941176,1,0,0,0.138146479,0.052984237,0.854543479,0.128746564,0.235837903,0.043154774,0.011522626,0.01,0.011795958,0.011340922,0.314725925,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,185.743,122.755,62.988,3.258649123,3.705176471,3.068875,0.2,0.4,0.266666667,0.697674419,0,0.302325581,225.4508831,225.4508831,312.2420144,0,0,126.088
12.47,0,12.47,1.247,5.730519118,8.341656123,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,12.47,0,12.47,1.247,1.247,6.100940583,0.160948709,0,0.268913966,0,0,1,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
3.965,0,3.965,0.3965,5.730519118,8.321929883,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,16.435,0,16.435,0.82175,0.82175,6.100940583,0.160948709,0,0.268913966,0,0,1,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
169.632,169.632,0,3.262153846,3.262153846,7.832846199,0.238095238,1.428571429,0.408163265,1,0,0,0.474925049,0.052984237,0.947838869,0.292543341,0.488395402,0.2140212,0.011547283,0.01,0.011795958,0.011340922,0.129149634,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,186.067,169.632,16.435,2.584263889,0.82175,3.262153846,0.238095238,0.454545455,0.3125,0.7,0,0.3,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
239.47,239.47,0,2.547553191,2.547553191,6.812993174,0.116883117,1.5,0.21686747,1,0,0,0.119678121,0.153192799,0.994275513,0.359695792,0.488395402,0.2140212,0.09435048,0.01,0.011795958,0.027247848,0.027831604,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,239.47,239.47,0,2.547553191,5.24969423,2.547553191,0.116883117,1.5,0.21686747,1,0,0,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
11.111,0,11.111,0.854692308,5.730519118,0.108187338,0.166056337,0,0.323480324,0,0,1,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,250.581,239.47,11.111,2.341878505,0.854692308,2.547553191,0.116883117,0.75,0.202247191,0.885057471,0,0.114942529,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
543.951,543.951,0,3.126155172,3.126155172,3.332305319,0.125925926,2.833333333,0.241134752,1,0,0,0.181408246,0.014614935,0.999398405,0.359695792,0.488395402,0.2140212,0.658933531,0.01,0.113131828,0.013713157,0.061426,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,794.532,783.421,11.111,2.827516014,0.854692308,2.923212687,0.122641509,1.444444444,0.226086957,0.954954955,0,0.045045045,705.756679,705.756679,623.5281073,0,0,506.664
