student,currProb,course,session,priorTutorAction,reward,cumul_Interaction,Level,0,1,2,3,4,5
00b4-F14,4.-1.3.1,226-001-BARNES-F14,4,PS,0,277,4,0,0,1,1,0,0
00b4-F14,4.-1.4.0,226-001-BARNES-F14,4,PS,-8.79334258,338,4,0,0,1,1,0,1
00b4-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0,8,5,0,0,0,0,0,0
00b4-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0,18,5,0,0,0,0,0,0
00b4-F14,5.1.3.0,226-001-BARNES-F14,4,PS,0,22,5,0,0,0,0,0,0
00b4-F14,5.-1.3.0,226-001-BARNES-F14,4,PS,0,77,5,0,0,1,1,1,0
00b4-F14,5.-1.4.0,226-001-BARNES-F14,4,PS,72.14285714,119,5,0,0,0,0,0,0
00b4-F14,6.1.1.0,226-001-BARNES-F14,4,WE,0,15,6,0,0,0,0,0,0
00b4-F14,6.1.2.0,226-001-BARNES-F14,4,PS,0,17,6,0,0,0,0,0,0
00b4-F14,6.-1.2.0,226-001-BARNES-F14,4,PS,0,83,6,0,0,1,1,2,1
00b4-F14,6.-1.3.0,226-001-BARNES-F14,4,PS,0,145,6,0,0,1,0,1,0
00b4-F14,6.-1.3.1,226-001-BARNES-F14,4,PS,0,213,6,0,0,1,0,0,1
00b4-F14,6.-1.4.1,226-001-BARNES-F14,4,PS,0,410,6,0,0,1,0,0,0
00b4-F14,6.-1.3.0,226-001-BARNES-F14,4,PS,0,470,6,0,0,1,1,0,1
00b4-F14,6.-1.3.1,226-001-BARNES-F14,4,PS,-115,497,6,0,0,1,1,0,1
00b6-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,29,1,0,0,0,2,0,1
00b6-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,147,1,0,0,0,0,0,0
00b6-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,153,1,0,0,0,0,0,0
00b6-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,172,1,0,0,0,0,0,0
00b6-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,9,2,0,0,0,0,0,0
00b6-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,36,2,0,0,0,0,0,0
00b6-F14,2.1.3.0,226-001-BARNES-F14,2,PS,0,173,2,0,0,0,0,0,0
00b6-F14,2.1.2.0,226-001-BARNES-F14,2,PS,0,244,2,0,0,0,0,0,0
00b6-F14,2.-1.2.0,226-001-BARNES-F14,2,PS,0,273,2,0,0,0,1,0,0
00b6-F14,2.-1.2.1,226-001-BARNES-F14,2,PS,0,340,2,0,0,0,0,0,0
00b6-F14,2.-1.4.0,226-001-BARNES-F14,2,PS,-71.65110357,374,2,0,0,0,0,0,0
00b6-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,11,3,0,0,0,0,0,0
00b6-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,131,3,0,0,0,0,0,0
00b6-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0,168,3,0,0,0,0,0,0
00b6-F14,3.1.2.0,226-001-BARNES-F14,2,PS,69.87159411,362,3,0,0,0,0,0,0
00b6-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,28,4,0,0,0,0,0,0
00b6-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,40,4,0,0,0,0,0,0
00b6-F14,4.1.3.0,226-001-BARNES-F14,2,PS,0,204,4,0,0,0,0,0,0
00b6-F14,4.-1.3.0,226-001-BARNES-F14,2,PS,0,351,4,0,0,0,0,0,0
00b6-F14,4.-1.3.1,226-001-BARNES-F14,2,PS,0,441,4,0,0,0,0,0,0
00b6-F14,4.-1.4.0,226-001-BARNES-F14,2,PS,-100.1941748,518,4,0,0,0,0,0,0
00b6-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,14,5,0,0,0,0,0,0
00b6-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,27,5,0,0,0,0,0,0
00b6-F14,5.1.3.0,226-001-BARNES-F14,2,PS,60.09569378,145,5,0,0,0,0,0,0
00b6-F14,6.-1.1.0,226-001-BARNES-F14,2,WE,0,6,6,0,0,0,0,0,0
00b6-F14,6.-1.2.0,226-001-BARNES-F14,2,WE,0,15,6,0,0,0,0,0,0
00b6-F14,6.-1.3.0,226-001-BARNES-F14,2,PS,0,72,6,0,0,0,0,0,0
00b6-F14,6.-1.4.0,226-001-BARNES-F14,2,PS,-6.582180266,136,6,0,0,0,0,0,0
00b7-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,10,1,0,0,0,0,0,0
00b7-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,506,1,1,0,0,0,1,0
00b7-F14,1.0.3.0,226-001-BARNES-F14,11,PS,0,549,1,0,0,0,0,0,0
00b7-F14,1.0.4.0,226-001-BARNES-F14,11,PS,40.78947368,569,1,0,0,0,1,0,0
00b7-F14,2.1.1.0,226-001-BARNES-F14,12,PS,0,53,2,0,0,0,0,0,0
00b7-F14,2.1.2.0,226-001-BARNES-F14,12,WE,0,62,2,0,0,0,0,0,0
00b7-F14,2.1.3.0,226-001-BARNES-F14,12,PS,-48.68863335,84,2,0,0,0,0,0,0
00b7-F14,3.1.1.0,226-001-BARNES-F14,12,PS,0,232,3,1,0,0,0,1,0
00b7-F14,3.1.2.0,226-001-BARNES-F14,15,WE,0,243,3,0,0,0,0,0,0
00b7-F14,3.1.3.0,226-001-BARNES-F14,15,PS,0,287,3,0,0,0,0,0,0
00b7-F14,3.1.1.0,226-001-BARNES-F14,15,PS,0,301,3,0,0,0,0,0,0
00b7-F14,3.-1.1.0,226-001-BARNES-F14,15,PS,0,337,3,0,0,0,1,0,0
00b7-F14,3.-1.4.0,226-001-BARNES-F14,15,PS,-2.650290886,356,3,0,0,0,1,0,0
00b7-F14,4.1.1.0,226-001-BARNES-F14,15,PS,0,37,4,0,0,0,0,0,0
00b7-F14,4.1.2.0,226-001-BARNES-F14,15,WE,0,51,4,0,0,0,0,0,0
00b7-F14,4.1.3.0,226-001-BARNES-F14,15,PS,-8.379120879,205,4,0,0,0,0,0,0
00b7-F14,5.1.1.0,226-001-BARNES-F14,15,WE,0,84,5,0,0,0,0,0,0
00b7-F14,5.1.2.0,226-001-BARNES-F14,16,WE,0,95,5,0,0,0,0,0,0
00b7-F14,5.1.3.0,226-001-BARNES-F14,16,PS,-31.50205058,289,5,0,0,0,0,0,0
00b7-F14,6.1.1.0,226-001-BARNES-F14,16,WE,0,68,6,0,0,0,0,0,0
00b7-F14,6.1.2.0,226-001-BARNES-F14,17,WE,0,73,6,0,0,0,0,0,0
00b7-F14,6.1.3.0,226-001-BARNES-F14,17,PS,0,81,6,0,0,0,0,0,0
00b7-F14,6.-1.3.0,226-001-BARNES-F14,17,PS,0,188,6,0,0,0,0,0,0
00b7-F14,6.-1.3.1,226-001-BARNES-F14,17,PS,0,211,6,0,0,0,0,0,0
00b7-F14,6.-1.4.0,226-001-BARNES-F14,18,PS,0,260,6,0,0,0,0,0,0
00b7-F14,6.-1.4.1,226-001-BARNES-F14,18,PS,0,291,6,0,0,0,0,0,0
00b7-F14,6.-1.3.0,226-001-BARNES-F14,18,PS,0,299,6,0,0,0,0,0,0
00b7-F14,6.-1.3.1,226-001-BARNES-F14,18,PS,0,311,6,0,0,0,0,0,0
00b7-F14,6.-1.4.0,226-001-BARNES-F14,18,PS,0,379,6,0,0,0,0,0,0
00b7-F14,6.-1.4.1,226-001-BARNES-F14,18,PS,0,414,6,0,0,0,0,0,0
00b7-F14,6.-1.3.1,226-001-BARNES-F14,19,PS,0,443,6,0,0,0,0,0,0
00b7-F14,6.-1.4.0,226-001-BARNES-F14,19,PS,0,460,6,0,0,0,0,0,0
00b7-F14,6.-1.4.0,226-001-BARNES-F14,19,PS,57.99818958,497,6,0,0,0,0,0,0
00b8-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,14,1,0,0,0,0,0,0
00b8-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,23,1,0,0,0,0,0,0
00b8-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,115,1,0,0,0,0,1,0
00b8-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-43.42105263,187,1,0,0,0,0,0,0
00b8-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0,13,2,0,0,0,0,0,0
00b8-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0,23,2,0,0,0,0,0,0
00b8-F14,2.1.3.0,226-001-BARNES-F14,3,PS,19.55550641,50,2,0,0,0,0,0,0
00b8-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,10,3,0,0,0,0,0,0
00b8-F14,3.1.2.0,226-001-BARNES-F14,3,PS,0,88,3,0,0,0,0,0,0
00b8-F14,3.1.3.0,226-001-BARNES-F14,3,PS,0,244,3,0,0,0,0,0,0
00b8-F14,3.-1.3.0,226-001-BARNES-F14,4,PS,0,253,3,0,0,0,0,0,0
00b8-F14,3.-1.4.0,226-001-BARNES-F14,4,PS,0,278,3,0,0,0,1,0,0
00b8-F14,3.-1.4.1,226-001-BARNES-F14,4,PS,0,341,3,0,0,0,1,0,0
00b8-F14,3.-1.3.0,226-001-BARNES-F14,4,PS,0,375,3,0,0,0,1,0,0
00b8-F14,3.-1.3.1,226-001-BARNES-F14,4,PS,0,474,3,0,0,0,1,0,0
00b8-F14,3.-1.4.0,226-001-BARNES-F14,4,PS,-17.4531351,497,3,0,0,0,1,0,0
00b8-F14,4.1.1.0,226-001-BARNES-F14,4,WE,0,11,4,0,0,0,0,0,0
00b8-F14,4.1.2.0,226-001-BARNES-F14,4,PS,0,126,4,0,0,0,0,0,0
00b8-F14,4.1.3.0,226-001-BARNES-F14,4,PS,0,147,4,0,0,0,0,0,0
00b8-F14,4.-1.4.0,226-001-BARNES-F14,4,PS,0,221,4,0,0,0,0,0,0
00b8-F14,4.-1.3.1,226-001-BARNES-F14,4,PS,-58.68131868,301,4,0,0,0,0,0,0
00b8-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0,20,5,0,0,0,0,0,0
00b8-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0,30,5,0,0,0,0,0,0
00b8-F14,5.1.3.0,226-001-BARNES-F14,4,PS,0,86,5,0,0,0,0,0,0
00b8-F14,5.-1.3.0,226-001-BARNES-F14,4,PS,0,108,5,0,0,0,0,0,0
00b8-F14,5.-1.4.1,226-001-BARNES-F14,4,PS,0,128,5,0,0,0,0,0,0
00b8-F14,5.-1.4.1,226-001-BARNES-F14,4,PS,0,151,5,0,0,0,0,0,0
00b8-F14,5.-1.4.0,226-001-BARNES-F14,4,PS,0,226,5,0,0,0,0,0,0
00b8-F14,6.1.1.0,226-001-BARNES-F14,4,WE,0,14,6,0,0,0,0,0,0
00b8-F14,6.1.2.0,226-001-BARNES-F14,4,PS,0,75,6,0,0,0,0,0,0
00b8-F14,6.1.3.0,226-001-BARNES-F14,4,PS,193.271028,144,6,0,0,0,0,0,0
00b9-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,158,1,0,0,0,2,1,0
00b9-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,180,1,0,0,0,0,0,0
00b9-F14,1.0.3.0,226-001-BARNES-F14,3,PS,0,253,1,0,0,0,2,0,1
00b9-F14,1.0.4.0,226-001-BARNES-F14,10,PS,1.973684211,273,1,0,0,0,0,0,0
00b9-F14,2.1.1.0,226-001-BARNES-F14,10,WE,0,15,2,0,0,0,0,0,0
00b9-F14,2.1.2.0,226-001-BARNES-F14,10,WE,0,21,2,0,0,0,0,0,0
00b9-F14,2.1.3.0,226-001-BARNES-F14,10,PS,-25.83923043,62,2,0,0,0,0,0,0
00b9-F14,3.1.1.0,226-001-BARNES-F14,10,WE,0,10,3,0,0,0,0,0,0
00b9-F14,3.1.2.0,226-001-BARNES-F14,10,PS,0,50,3,0,0,0,0,0,0
00b9-F14,3.1.3.0,226-001-BARNES-F14,10,PS,114.3509831,79,3,0,0,0,0,0,0
00b9-F14,4.1.1.0,226-001-BARNES-F14,10,PS,0,26,4,0,0,0,0,0,0
00b9-F14,4.1.2.0,226-001-BARNES-F14,10,WE,0,35,4,0,0,0,0,0,0
00b9-F14,4.1.3.0,226-001-BARNES-F14,10,PS,-44.23543689,121,4,0,0,0,0,0,0
00b9-F14,5.1.1.0,226-001-BARNES-F14,10,WE,0,8,5,0,0,0,0,0,0
00b9-F14,5.1.2.0,226-001-BARNES-F14,10,PS,0,45,5,0,0,0,0,0,0
00b9-F14,5.1.3.0,226-001-BARNES-F14,10,PS,34.41985646,98,5,0,0,0,0,0,0
00b9-F14,6.1.1.0,226-001-BARNES-F14,10,PS,0,93,6,0,0,0,0,0,0
00b9-F14,6.1.2.0,226-001-BARNES-F14,10,WE,0,96,6,0,0,0,0,0,0
00b9-F14,6.1.3.0,226-001-BARNES-F14,10,PS,19.33014354,159,6,0,1,0,0,0,0
00bf-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,72,1,0,0,0,0,1,0
00bf-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,90,1,0,0,0,0,0,0
00bf-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,102,1,0,0,0,0,0,0
00bf-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-58.55263158,180,1,0,0,0,0,0,0
00bf-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,11,2,0,0,0,0,0,0
00bf-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,936,2,3,0,0,2,1,0
00bf-F14,2.1.3.0,226-001-BARNES-F14,2,PS,13.678682,1101,2,1,0,0,0,0,0
00bf-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0,11,3,0,0,0,0,0,0
00bf-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0,948,3,2,1,0,2,0,0
00bf-F14,3.1.3.0,226-001-BARNES-F14,2,PS,10.11666803,1080,3,0,1,0,0,0,0
00bf-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0,9,4,0,0,0,0,0,0
00bf-F14,4.1.2.0,226-001-BARNES-F14,2,PS,0,83,4,0,0,0,0,0,0
00bf-F14,4.1.3.0,226-001-BARNES-F14,2,PS,108.685853,211,4,0,1,0,0,0,0
00bf-F14,5.1.1.0,226-001-BARNES-F14,2,PS,0,52,5,0,1,0,0,0,0
00bf-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,63,5,0,0,0,0,0,0
00bf-F14,5.1.3.0,226-001-BARNES-F14,2,PS,26.07142857,106,5,0,1,0,0,0,0
00bf-F14,6.1.1.0,226-001-BARNES-F14,2,PS,0,33,6,0,0,0,0,0,0
00bf-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,36,6,0,0,0,0,0,0
00bf-F14,6.1.3.0,226-001-BARNES-F14,2,PS,-78.69158879,187,6,0,1,0,0,0,0
00c0-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,13,1,0,0,0,0,0,0
00c0-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,19,1,0,0,0,0,0,0
00c0-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,428,1,1,0,3,0,0,0
00c0-F14,1.0.4.0,226-001-BARNES-F14,1,PS,0,458,1,0,0,0,0,0,0
00c0-F14,1.0.3.0,226-001-BARNES-F14,1,PS,40.78947368,738,1,1,0,0,0,0,0
00c0-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,294,2,1,0,3,0,0,0
00c0-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0,302,2,0,0,0,0,0,0
00c0-F14,2.1.3.0,226-001-BARNES-F14,3,PS,26.94161875,322,2,0,0,0,0,0,0
00c0-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,10,3,0,0,0,0,0,0
00c0-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0,21,3,0,0,0,0,0,0
00c0-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-86.95439341,73,3,0,0,0,0,0,0
00c0-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,95,4,0,0,0,0,0,0
00c0-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0,109,4,0,0,0,0,0,0
00c0-F14,4.1.3.0,226-001-BARNES-F14,3,PS,48.50901526,193,4,0,0,0,0,0,0
00c0-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,10,5,0,0,0,0,0,0
00c0-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,21,5,0,0,0,0,0,0
00c0-F14,5.1.3.0,226-001-BARNES-F14,3,PS,70.71428571,49,5,0,0,0,0,0,0
00c0-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0,15,6,0,1,0,0,0,0
00c0-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,18,6,0,0,0,0,0,0
00c0-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-128.2242991,186,6,0,0,0,0,0,0
00c3-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,17,1,0,0,0,0,0,0
00c3-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,28,1,0,0,0,0,0,0
00c3-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,107,1,0,0,0,0,0,0
00c3-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,125,1,0,0,0,0,0,0
00c3-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,15,2,0,0,0,0,0,0
00c3-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,21,2,0,0,0,0,0,0
00c3-F14,2.1.3.0,226-001-BARNES-F14,1,PS,27.10194604,53,2,0,0,0,0,0,0
00c3-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0,374,3,1,0,0,0,0,0
00c3-F14,3.1.2.0,226-001-BARNES-F14,4,WE,0,387,3,0,0,0,0,0,0
00c3-F14,3.1.3.0,226-001-BARNES-F14,4,PS,0,526,3,0,0,0,0,0,0
00c3-F14,3.1.1.0,226-001-BARNES-F14,4,PS,-79.36689239,580,3,0,0,0,0,0,0
00c3-F14,4.1.1.0,226-001-BARNES-F14,4,PS,0,66,4,0,0,0,0,0,0
00c3-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0,77,4,0,0,0,0,0,0
00c3-F14,4.1.3.0,226-001-BARNES-F14,5,PS,0,217,4,0,0,0,0,0,0
00c3-F14,4.-1.3.0,226-001-BARNES-F14,5,PS,0,268,4,0,0,0,0,0,0
00c3-F14,4.-1.3.1,226-001-BARNES-F14,5,PS,0,302,4,0,0,0,0,0,0
00c3-F14,4.-1.4.0,226-001-BARNES-F14,5,PS,-49.70873786,360,4,0,0,0,0,0,0
00c3-F14,5.1.1.0,226-001-BARNES-F14,5,WE,0,23,5,0,0,0,0,0,0
00c3-F14,5.1.2.0,226-001-BARNES-F14,5,PS,0,81,5,0,0,0,0,0,0
00c3-F14,5.1.3.0,226-001-BARNES-F14,5,PS,73.49282297,208,5,0,0,0,0,0,0
00c3-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,37,6,0,0,0,0,0,0
00c3-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,39,6,0,0,0,0,0,0
00c3-F14,6.1.3.0,226-001-BARNES-F14,5,PS,119.7782051,92,6,0,0,0,0,0,0
00c7-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,46,1,0,0,0,0,1,0
00c7-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,55,1,0,0,0,0,0,0
00c7-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,376,1,1,0,0,0,0,0
00c7-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,395,1,0,0,0,0,0,0
00c7-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,14,2,0,0,0,0,0,0
00c7-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,49,2,0,0,0,0,0,0
00c7-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.75740823,65,2,0,0,0,0,0,0
00c7-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,149,3,0,0,0,0,0,0
00c7-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,162,3,0,0,0,0,0,0
00c7-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-15.10973321,200,3,0,0,0,0,0,0
00c7-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,20,4,0,0,0,0,0,0
00c7-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,29,4,0,0,0,0,0,0
00c7-F14,4.1.3.0,226-001-BARNES-F14,1,PS,36.48578363,65,4,0,0,0,0,0,0
00c7-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,23,5,0,0,0,0,0,0
00c7-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,36,5,0,0,0,0,0,0
00c7-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-27.57604238,68,5,0,0,0,0,0,0
00c7-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,12,6,0,0,0,0,0,0
00c7-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,26,6,0,0,0,0,0,0
00c7-F14,6.1.3.0,226-001-BARNES-F14,1,PS,38.46889952,66,6,0,1,0,0,0,0
00c8-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,271,1,1,0,0,0,0,0
00c8-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,295,1,0,0,0,0,0,0
00c8-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,311,1,0,0,0,0,0,0
00c8-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,333,1,0,0,0,0,0,0
00c8-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,68,2,0,0,0,0,0,0
00c8-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,75,2,0,0,0,0,0,0
00c8-F14,2.1.3.0,226-001-BARNES-F14,1,PS,27.10194604,132,2,0,0,0,0,0,0
00c8-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,222,3,0,0,0,0,0,0
00c8-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,237,3,0,0,0,0,0,0
00c8-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0,299,3,0,0,0,0,0,0
00c8-F14,3.1.1.0,226-001-BARNES-F14,1,PS,-48.29893122,372,3,0,0,0,0,0,0
00c8-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,10,4,0,0,0,0,0,0
00c8-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,21,4,0,0,0,0,0,0
00c8-F14,4.1.3.0,226-001-BARNES-F14,1,PS,20.83044383,156,4,0,0,0,0,0,0
00c8-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,32,5,0,0,0,0,0,0
00c8-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,43,5,0,0,0,0,0,0
00c8-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,390,5,1,0,0,0,0,0
00c8-F14,5.-1.3.0,226-001-BARNES-F14,1,PS,0,425,5,0,0,0,0,0,0
00c8-F14,5.-1.4.0,226-001-BARNES-F14,1,PS,-61.60714286,494,5,0,0,0,0,0,0
00c8-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,10,6,0,0,0,0,0,0
00c8-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,270,6,0,0,0,0,0,0
00c8-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,337,6,0,0,0,0,0,0
00c8-F14,6.1.2.0,226-001-BARNES-F14,1,PS,131.7757009,445,6,0,0,0,0,0,0
00cb-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,41,1,0,0,0,0,0,0
00cb-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,47,1,0,0,0,0,0,0
00cb-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,167,1,0,0,0,0,0,0
00cb-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,180,1,0,0,0,0,0,0
00cb-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,9,2,0,0,0,0,0,0
00cb-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,30,2,0,0,0,0,0,0
00cb-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,48,2,0,0,0,0,0,0
00cb-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,29,3,0,0,0,0,0,0
00cb-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,40,3,0,0,0,0,0,0
00cb-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,69,3,0,0,0,0,0,0
00cb-F14,4.1.1.0,226-001-BARNES-F14,1,WE,0,9,4,0,0,0,0,0,0
00cb-F14,4.1.2.0,226-001-BARNES-F14,1,PS,0,60,4,0,0,0,0,0,0
00cb-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-55.84257975,216,4,0,0,0,0,0,0
00cb-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,8,5,0,0,0,0,0,0
00cb-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,20,5,0,0,0,0,0,0
00cb-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-21.91558442,146,5,0,0,0,0,0,0
00cb-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0,10,6,0,0,0,0,0,0
00cb-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,12,6,0,0,0,0,0,0
00cb-F14,6.1.3.0,226-001-BARNES-F14,2,PS,87.27272727,47,6,0,0,0,0,0,0
00cc-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,37,1,0,0,0,2,0,0
00cc-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,49,1,0,0,0,0,0,0
00cc-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,73,1,0,0,0,0,0,0
00cc-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,88,1,0,0,0,0,0,0
00cc-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,30,2,0,0,0,0,0,0
00cc-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,41,2,0,0,0,0,0,0
00cc-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.75740823,60,2,0,0,0,0,0,0
00cc-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,16,3,0,0,0,0,0,0
00cc-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0,72,3,0,0,0,0,0,0
00cc-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,104,3,0,0,0,0,0,0
00cc-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,29,4,0,0,0,0,0,0
00cc-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,40,4,0,0,0,0,0,0
00cc-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-83.52115118,226,4,0,0,0,0,0,0
00cc-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,12,5,0,0,0,0,0,0
00cc-F14,5.1.2.0,226-001-BARNES-F14,1,PS,0,41,5,0,0,0,0,0,0
00cc-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-2.849453178,138,5,0,0,0,0,0,0
00cc-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,10,6,0,0,0,0,0,0
00cc-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,70,6,0,0,0,0,0,0
00cc-F14,6.1.3.0,226-001-BARNES-F14,1,PS,89.1561955,122,6,0,0,0,0,0,0
00cd-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,17,1,0,0,0,0,0,0
00cd-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0,49,1,0,0,0,0,0,0
00cd-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,184,1,0,0,0,0,0,0
00cd-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,202,1,0,0,0,0,0,0
