student,currProb,course,session,priorTutorAction,reward,cumul_Interaction,Level,0,1,2,3,4,5
00b0-F14,1.0.4.0,226-002-BARNES-F14,1,PS,0,117,1,0,0,0,0,0,0
00b0-F14,1.0.3.0,226-002-BARNES-F14,1,PS,40.78947368,341,1,0,0,0,0,0,0
00b0-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,131,2,0,0,0,0,0,0
00b0-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,138,2,0,0,0,0,0,0
00b0-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-11.71384343,156,2,0,0,0,0,0,0
00b0-F14,3.1.1.0,226-002-BARNES-F14,1,PS,0,68,3,0,0,0,0,0,0
00b0-F14,3.1.2.0,226-002-BARNES-F14,1,WE,0,80,3,0,0,0,0,0,0
00b0-F14,3.1.3.0,226-002-BARNES-F14,1,PS,-36.64844579,161,3,0,0,0,0,0,0
00b0-F14,4.1.1.0,226-002-BARNES-F14,1,PS,0,25,4,0,0,0,0,0,0
00b0-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,35,4,0,0,0,0,0,0
00b0-F14,4.1.3.0,226-002-BARNES-F14,1,PS,-9.570041609,168,4,0,0,0,0,0,0
00b0-F14,5.1.1.0,226-002-BARNES-F14,1,WE,0,8,5,0,0,0,0,0,0
00b0-F14,5.1.2.0,226-002-BARNES-F14,1,PS,0,37,5,0,0,0,0,0,0
00b0-F14,5.1.3.0,226-002-BARNES-F14,1,PS,65.27682843,106,5,0,0,0,0,0,0
00b0-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,10,6,0,0,0,0,0,0
00b0-F14,6.1.3.0,226-002-BARNES-F14,1,PS,0,71,6,0,0,0,0,0,0
00b0-F14,6.1.2.0,226-002-BARNES-F14,1,PS,51.86602871,477,6,1,1,0,0,0,0
00b3-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,16,1,0,0,0,0,0,0
00b3-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,22,1,0,0,0,0,0,0
00b3-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,148,1,0,0,0,0,0,0
00b3-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-69.07894737,288,1,0,0,0,0,0,0
00b3-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,9,2,0,0,0,0,0,0
00b3-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,17,2,0,0,0,0,0,0
00b3-F14,2.1.3.0,226-002-BARNES-F14,1,PS,136.8100398,35,2,0,0,0,0,0,0
00b3-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,10,3,0,0,0,0,0,0
00b3-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,158,3,0,0,0,0,0,0
00b3-F14,3.1.3.0,226-002-BARNES-F14,1,PS,22.75434446,198,3,0,0,0,0,0,0
00b3-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,17,4,0,0,0,0,0,0
00b3-F14,4.1.2.0,226-002-BARNES-F14,1,WE,0,25,4,0,0,0,0,0,0
00b3-F14,4.1.3.0,226-002-BARNES-F14,1,PS,9.514563107,47,4,0,0,0,0,0,0
00b3-F14,5.1.1.0,226-002-BARNES-F14,1,WE,0,12,5,0,0,0,0,0,0
00b3-F14,5.1.2.0,226-002-BARNES-F14,1,PS,0,82,5,0,0,0,0,0,0
00b3-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-116.937799,178,5,0,0,0,0,0,0
00b3-F14,6.1.1.0,226-002-BARNES-F14,1,WE,0,11,6,0,0,0,0,0,0
00b3-F14,6.1.2.0,226-002-BARNES-F14,1,PS,0,81,6,0,0,0,0,0,0
00b3-F14,6.1.3.0,226-002-BARNES-F14,1,PS,110.2088271,137,6,0,0,0,0,0,0
00b5-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,20,1,0,0,0,0,0,0
00b5-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,25,1,0,0,0,0,0,0
00b5-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,106,1,0,0,0,0,0,0
00b5-F14,1.0.4.0,226-002-BARNES-F14,1,PS,40.78947368,128,1,0,0,0,0,0,0
00b5-F14,2.1.1.0,226-002-BARNES-F14,1,PS,0,85,2,0,0,0,0,1,0
00b5-F14,2.1.2.0,226-002-BARNES-F14,1,WE,0,96,2,0,0,0,0,0,0
00b5-F14,2.1.3.0,226-002-BARNES-F14,1,PS,-11.71384343,122,2,0,0,0,0,0,0
00b5-F14,3.1.1.0,226-002-BARNES-F14,1,WE,0,10,3,0,0,0,0,0,0
00b5-F14,3.1.2.0,226-002-BARNES-F14,1,PS,0,92,3,0,0,0,0,0,0
00b5-F14,3.1.3.0,226-002-BARNES-F14,1,PS,23.54572897,128,3,0,0,0,0,0,0
00b5-F14,4.1.1.0,226-002-BARNES-F14,1,WE,0,9,4,0,0,0,0,0,0
00b5-F14,4.1.2.0,226-002-BARNES-F14,1,PS,0,228,4,0,0,0,0,1,0
00b5-F14,4.1.3.0,226-002-BARNES-F14,1,PS,36.48578363,279,4,0,0,0,0,0,0
00b5-F14,5.1.1.0,226-002-BARNES-F14,1,PS,0,69,5,0,0,0,0,0,0
00b5-F14,5.1.2.0,226-002-BARNES-F14,1,WE,0,80,5,0,0,0,0,0,0
00b5-F14,5.1.3.0,226-002-BARNES-F14,1,PS,-70.63824334,370,5,1,0,0,2,1,1
00b5-F14,6.1.1.0,226-002-BARNES-F14,1,PS,0,227,6,0,0,0,0,1,1
00b5-F14,6.1.2.0,226-002-BARNES-F14,1,WE,0,233,6,0,0,0,0,0,0
00b5-F14,6.1.3.0,226-002-BARNES-F14,1,PS,74.80212852,307,6,0,0,0,0,0,0
00ba-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,153,1,1,0,0,0,1,0
00ba-F14,1.0.2.0,226-002-BARNES-F14,2,PS,0,178,1,0,0,0,0,0,0
00ba-F14,1.0.3.0,226-002-BARNES-F14,2,WE,0,185,1,0,0,0,0,0,0
00ba-F14,1.0.4.0,226-002-BARNES-F14,2,PS,1.973684211,228,1,0,0,0,0,0,0
00ba-F14,2.1.1.0,226-002-BARNES-F14,2,WE,0,9,2,0,0,0,0,0,0
00ba-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,15,2,0,0,0,0,0,0
00ba-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-9.872843874,42,2,0,0,0,0,0,0
00ba-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,10,3,0,0,0,0,0,0
00ba-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,20,3,0,0,0,0,0,0
00ba-F14,3.1.3.0,226-002-BARNES-F14,2,PS,-11.32414131,58,3,0,0,0,0,0,0
00ba-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,9,4,0,0,0,0,0,0
00ba-F14,4.1.2.0,226-002-BARNES-F14,2,WE,0,17,4,0,0,0,0,0,0
00ba-F14,4.1.3.0,226-002-BARNES-F14,2,PS,119.223301,68,4,0,0,0,0,0,0
00ba-F14,5.1.1.0,226-002-BARNES-F14,2,WE,0,8,5,0,0,0,0,0,0
00ba-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,18,5,0,0,0,0,0,0
00ba-F14,5.1.3.0,226-002-BARNES-F14,2,PS,-38.46889952,67,5,0,0,0,0,0,0
00ba-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,31,6,0,0,0,0,0,0
00ba-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,34,6,0,0,0,0,0,0
00ba-F14,6.1.3.0,226-002-BARNES-F14,2,PS,-75.73670796,156,6,0,0,0,0,0,0
00bc-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,6,1,0,0,0,0,0,0
00bc-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,11,1,0,0,0,0,0,0
00bc-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,71,1,0,0,0,0,0,0
00bc-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-65.13157895,219,1,0,0,0,0,0,0
00bc-F14,2.1.1.0,226-002-BARNES-F14,4,PS,0,126,2,0,0,0,0,1,0
00bc-F14,2.1.2.0,226-002-BARNES-F14,6,WE,0,150,2,0,0,0,0,0,0
00bc-F14,2.1.3.0,226-002-BARNES-F14,6,PS,41.26603273,201,2,0,0,0,0,0,0
00bc-F14,3.-1.1.0,226-002-BARNES-F14,6,WE,0,11,3,0,0,0,0,0,0
00bc-F14,3.-1.2.0,226-002-BARNES-F14,6,PS,0,66,3,0,0,0,0,0,0
00bc-F14,3.-1.3.0,226-002-BARNES-F14,6,PS,0,113,3,0,0,0,0,0,0
00bc-F14,3.-1.4.0,226-002-BARNES-F14,6,PS,-61.40917906,161,3,0,0,0,0,0,0
00bc-F14,4.1.1.0,226-002-BARNES-F14,6,WE,0,15,4,0,0,0,0,0,0
00bc-F14,4.1.2.0,226-002-BARNES-F14,6,PS,0,281,4,0,0,0,0,1,0
00bc-F14,4.1.3.0,226-002-BARNES-F14,8,PS,45.81043956,501,4,0,0,0,0,0,0
00bc-F14,5.1.1.0,226-002-BARNES-F14,9,PS,0,34,5,0,0,0,1,1,0
00bc-F14,5.1.2.0,226-002-BARNES-F14,9,WE,0,57,5,0,0,0,0,0,0
00bc-F14,5.1.3.0,226-002-BARNES-F14,9,PS,22.52648667,152,5,0,0,0,0,0,0
00bc-F14,6.1.1.0,226-002-BARNES-F14,9,PS,0,54,6,0,0,0,0,1,0
00bc-F14,6.1.2.0,226-002-BARNES-F14,9,WE,0,57,6,0,0,0,0,0,0
00bc-F14,6.1.3.0,226-002-BARNES-F14,9,PS,6.470509323,155,6,0,0,0,0,0,0
00c1-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,36,1,0,0,0,2,0,0
00c1-F14,1.0.2.0,226-002-BARNES-F14,2,PS,0,86,1,0,0,0,1,1,0
00c1-F14,1.0.3.0,226-002-BARNES-F14,2,WE,0,103,1,0,0,0,0,0,0
00c1-F14,1.0.4.0,226-002-BARNES-F14,2,PS,-34.86842105,129,1,0,0,0,0,0,0
00c1-F14,2.1.1.0,226-002-BARNES-F14,2,WE,0,15,2,0,0,0,0,0,0
00c1-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,23,2,0,0,0,0,0,0
00c1-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-24.29124281,318,2,0,0,0,0,0,0
00c1-F14,3.-1.1.0,226-002-BARNES-F14,2,PS,0,48,3,0,0,0,1,2,0
00c1-F14,3.-1.2.0,226-002-BARNES-F14,2,PS,0,401,3,1,0,0,0,0,0
00c1-F14,3.-1.3.0,226-002-BARNES-F14,3,WE,0,409,3,0,0,0,0,0,0
00c1-F14,3.-1.4.0,226-002-BARNES-F14,3,PS,-40.84033613,642,3,1,0,0,0,0,0
00c1-F14,4.1.1.0,226-002-BARNES-F14,3,WE,0,10,4,0,0,0,0,0,0
00c1-F14,4.1.2.0,226-002-BARNES-F14,3,WE,0,18,4,0,0,0,0,0,0
00c1-F14,4.1.3.0,226-002-BARNES-F14,3,PS,70.35714286,178,4,0,0,0,0,0,0
00c1-F14,5.1.1.0,226-002-BARNES-F14,3,PS,0,38,5,0,0,0,1,1,0
00c1-F14,5.1.2.0,226-002-BARNES-F14,3,WE,0,51,5,0,0,0,0,0,0
00c1-F14,5.1.3.0,226-002-BARNES-F14,3,PS,77.77682843,108,5,0,0,0,0,0,0
00c1-F14,6.1.1.0,226-002-BARNES-F14,3,PS,0,43,6,0,0,0,1,1,0
00c1-F14,6.1.2.0,226-002-BARNES-F14,3,WE,0,46,6,0,0,0,0,0,0
00c1-F14,6.1.3.0,226-002-BARNES-F14,3,PS,-103.4610741,306,6,0,0,0,0,0,0
00c5-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,202,1,1,0,0,0,1,0
00c5-F14,1.0.2.0,226-002-BARNES-F14,5,PS,0,251,1,0,0,0,0,0,0
00c5-F14,1.0.3.0,226-002-BARNES-F14,6,WE,0,263,1,0,0,0,0,0,0
00c5-F14,1.0.4.0,226-002-BARNES-F14,6,PS,1.973684211,311,1,0,0,0,0,0,0
00c5-F14,2.1.1.0,226-002-BARNES-F14,6,PS,0,69,2,0,0,0,0,0,0
00c5-F14,2.1.2.0,226-002-BARNES-F14,6,WE,0,77,2,0,0,0,0,0,0
00c5-F14,2.1.3.0,226-002-BARNES-F14,6,PS,-25.83923043,117,2,0,0,0,0,0,0
00c5-F14,3.1.1.0,226-002-BARNES-F14,6,WE,0,12,3,0,0,0,0,0,0
00c5-F14,3.1.2.0,226-002-BARNES-F14,6,PS,0,66,3,0,0,0,0,0,0
00c5-F14,3.1.3.0,226-002-BARNES-F14,6,PS,76.48690544,113,3,0,0,0,0,0,0
00c5-F14,4.1.1.0,226-002-BARNES-F14,6,WE,0,14,4,0,0,0,0,0,0
00c5-F14,4.1.2.0,226-002-BARNES-F14,6,PS,0,170,4,0,0,0,0,0,0
00c5-F14,4.1.3.0,226-002-BARNES-F14,7,PS,21.30721221,263,4,0,0,0,0,0,0
00c5-F14,5.1.1.0,226-002-BARNES-F14,7,WE,0,12,5,0,0,0,0,0,0
00c5-F14,5.1.2.0,226-002-BARNES-F14,7,PS,0,65,5,0,0,0,0,0,0
00c5-F14,5.1.3.0,226-002-BARNES-F14,7,PS,-83.21086808,258,5,0,0,0,0,0,0
00c5-F14,6.1.1.0,226-002-BARNES-F14,7,WE,0,10,6,0,0,0,0,0,0
00c5-F14,6.1.2.0,226-002-BARNES-F14,7,PS,0,105,6,0,0,0,0,0,0
00c5-F14,6.1.3.0,226-002-BARNES-F14,7,PS,109.2822967,172,6,0,0,0,0,0,0
00c6-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,24,1,0,0,0,0,0,0
00c6-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,29,1,0,0,0,0,0,0
00c6-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,99,1,0,0,0,0,0,0
00c6-F14,1.0.4.0,226-002-BARNES-F14,2,PS,40.78947368,116,1,0,0,0,0,0,0
00c6-F14,2.1.1.0,226-002-BARNES-F14,2,PS,0,21,2,0,0,0,0,0,0
00c6-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,29,2,0,0,0,0,0,0
00c6-F14,2.1.3.0,226-002-BARNES-F14,2,PS,26.94161875,47,2,0,0,0,0,0,0
00c6-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,10,3,0,0,0,0,0,0
00c6-F14,3.1.2.0,226-002-BARNES-F14,2,PS,0,55,3,0,0,0,0,0,0
00c6-F14,3.1.3.0,226-002-BARNES-F14,2,PS,22.75434446,87,3,0,0,0,0,0,0
00c6-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,9,4,0,0,0,0,0,0
00c6-F14,4.1.2.0,226-002-BARNES-F14,2,PS,0,111,4,0,0,0,0,0,0
00c6-F14,4.1.3.0,226-002-BARNES-F14,2,PS,-16.55686546,203,4,0,0,0,0,0,0
00c6-F14,5.1.1.0,226-002-BARNES-F14,2,WE,0,8,5,0,0,0,0,0,0
00c6-F14,5.1.2.0,226-002-BARNES-F14,2,PS,0,54,5,0,0,0,0,0,0
00c6-F14,5.1.3.0,226-002-BARNES-F14,2,PS,0,226,5,0,0,0,0,0,0
00c6-F14,5.-1.3.0,226-002-BARNES-F14,2,PS,0,239,5,0,0,0,0,0,0
00c6-F14,5.-1.4.0,226-002-BARNES-F14,2,PS,-81.42857143,279,5,0,1,0,0,0,0
00c6-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,31,6,0,0,0,0,0,0
00c6-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,33,6,0,0,0,0,0,0
00c6-F14,6.1.3.0,226-002-BARNES-F14,2,PS,79.27570093,73,6,0,1,0,0,0,0
00c9-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,67,1,0,0,0,0,1,0
00c9-F14,1.0.2.0,226-002-BARNES-F14,3,WE,0,78,1,0,0,0,0,0,0
00c9-F14,1.0.3.0,226-002-BARNES-F14,3,PS,0,115,1,0,0,0,1,1,0
00c9-F14,1.0.4.0,226-002-BARNES-F14,3,PS,-34.86842105,163,1,0,0,0,1,0,0
00c9-F14,2.1.1.0,226-002-BARNES-F14,4,PS,0,49,2,0,0,0,0,1,0
00c9-F14,2.1.2.0,226-002-BARNES-F14,4,WE,0,63,2,0,0,0,0,0,0
00c9-F14,2.1.3.0,226-002-BARNES-F14,4,PS,0,167,2,0,0,0,0,0,0
00c9-F14,2.-1.3.0,226-002-BARNES-F14,4,PS,0,173,2,0,0,0,1,0,0
00c9-F14,2.-1.3.1,226-002-BARNES-F14,4,PS,0,204,2,0,0,0,1,0,0
00c9-F14,2.-1.4.0,226-002-BARNES-F14,4,PS,0,255,2,0,0,0,1,0,0
00c9-F14,2.-1.4.1,226-002-BARNES-F14,4,PS,0,263,2,0,0,0,0,0,0
00c9-F14,2.-1.4.0,226-002-BARNES-F14,4,PS,-65.13157895,330,2,0,0,0,1,0,0
00c9-F14,3.1.1.0,226-002-BARNES-F14,4,WE,0,20,3,0,0,0,0,0,0
00c9-F14,3.1.2.0,226-002-BARNES-F14,4,WE,0,30,3,0,0,0,0,0,0
00c9-F14,3.1.3.0,226-002-BARNES-F14,4,PS,0,120,3,0,0,3,0,0,0
00c9-F14,3.-1.3.1,226-002-BARNES-F14,5,PS,0,125,3,0,0,0,0,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,5,PS,0,130,3,0,0,0,0,0,0
00c9-F14,3.-1.3.1,226-002-BARNES-F14,5,PS,0,147,3,0,0,0,1,0,0
00c9-F14,3.-1.3.1,226-002-BARNES-F14,5,PS,0,183,3,0,0,0,0,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,5,PS,0,234,3,0,0,0,0,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,6,PS,0,248,3,0,0,0,0,0,0
00c9-F14,3.-1.3.0,226-002-BARNES-F14,6,PS,0,265,3,0,0,0,0,0,0
00c9-F14,3.-1.3.1,226-002-BARNES-F14,6,PS,0,328,3,0,0,0,1,1,1
00c9-F14,3.-1.4.0,226-002-BARNES-F14,6,PS,0,356,3,0,0,0,0,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,6,PS,0,570,3,0,0,0,0,0,0
00c9-F14,3.-1.4.1,226-002-BARNES-F14,10,PS,0,580,3,0,0,0,1,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,10,PS,0,780,3,0,0,0,0,0,0
00c9-F14,3.-1.4.1,226-002-BARNES-F14,10,PS,0,799,3,0,0,0,1,0,0
00c9-F14,3.-1.4.0,226-002-BARNES-F14,10,PS,36.7032967,829,3,0,0,0,1,0,1
00c9-F14,4.1.1.0,226-002-BARNES-F14,10,WE,0,9,4,0,0,0,0,0,0
00c9-F14,4.1.2.0,226-002-BARNES-F14,10,WE,0,17,4,0,0,0,0,0,0
00c9-F14,4.1.3.0,226-002-BARNES-F14,10,PS,0,42,4,0,0,0,0,0,0
00c9-F14,4.-1.3.1,226-002-BARNES-F14,10,PS,0,50,4,0,0,0,0,0,0
00c9-F14,4.-1.4.0,226-002-BARNES-F14,10,PS,0,337,4,0,0,0,0,0,0
00c9-F14,4.-1.3.0,226-002-BARNES-F14,11,PS,0,345,4,0,0,0,0,0,0
00c9-F14,4.-1.4.0,226-002-BARNES-F14,11,PS,0,397,4,0,0,0,0,0,0
00c9-F14,4.-1.4.1,226-002-BARNES-F14,11,PS,0,511,4,0,0,0,0,0,0
00c9-F14,4.-1.3.0,226-002-BARNES-F14,11,PS,0,585,4,0,0,0,0,0,0
00c9-F14,4.-1.3.1,226-002-BARNES-F14,11,PS,0,672,4,0,0,0,0,0,0
00c9-F14,4.-1.4.0,226-002-BARNES-F14,11,PS,0,741,4,0,0,0,0,0,0
00c9-F14,4.-1.4.1,226-002-BARNES-F14,11,PS,0,1199,4,1,0,0,0,0,0
00c9-F14,4.-1.3.0,226-002-BARNES-F14,14,PS,0,1208,4,0,0,0,0,0,0
00c9-F14,4.-1.3.1,226-002-BARNES-F14,14,PS,0,1238,4,0,0,0,1,0,0
00c9-F14,4.-1.4.0,226-002-BARNES-F14,14,PS,0,1256,4,0,0,0,1,5,0
00c9-F14,4.-1.4.1,226-002-BARNES-F14,14,PS,0,1283,4,0,0,0,0,5,0
00c9-F14,4.-1.3.0,226-002-BARNES-F14,16,PS,-200,1287,4,0,0,1,1,0,0
00ce-F14,1.0.1.0,226-002-BARNES-F14,1,WE,0,20,1,0,0,0,0,0,0
00ce-F14,1.0.2.0,226-002-BARNES-F14,1,WE,0,35,1,0,0,0,0,0,0
00ce-F14,1.0.3.0,226-002-BARNES-F14,1,PS,0,77,1,0,0,0,0,0,0
00ce-F14,1.0.4.0,226-002-BARNES-F14,1,PS,-49.34210526,102,1,0,0,0,0,0,0
00ce-F14,2.1.1.0,226-002-BARNES-F14,1,WE,0,19,2,0,0,0,0,0,0
00ce-F14,2.1.2.0,226-002-BARNES-F14,1,PS,0,134,2,0,0,0,0,0,0
00ce-F14,2.1.3.0,226-002-BARNES-F14,3,PS,5.308491818,247,2,0,0,0,0,0,0
00ce-F14,3.1.1.0,226-002-BARNES-F14,3,WE,0,26,3,0,0,0,0,0,0
00ce-F14,3.1.2.0,226-002-BARNES-F14,3,PS,0,144,3,0,0,0,0,0,0
00ce-F14,3.1.3.0,226-002-BARNES-F14,3,PS,68.49963286,174,3,0,0,0,0,0,0
00ce-F14,4.1.1.0,226-002-BARNES-F14,3,PS,0,19,4,0,0,0,0,0,0
00ce-F14,4.1.2.0,226-002-BARNES-F14,3,WE,0,37,4,0,0,0,0,0,0
00ce-F14,4.1.3.0,226-002-BARNES-F14,3,PS,-61.2517337,179,4,0,0,0,0,0,0
00ce-F14,5.1.1.0,226-002-BARNES-F14,4,WE,0,17,5,0,0,0,0,0,0
00ce-F14,5.1.2.0,226-002-BARNES-F14,4,WE,0,38,5,0,0,0,0,0,0
00ce-F14,5.1.3.0,226-002-BARNES-F14,4,PS,117.4555707,66,5,0,0,0,0,0,0
00ce-F14,6.1.1.0,226-002-BARNES-F14,4,WE,0,12,6,0,0,0,0,0,0
00ce-F14,6.1.2.0,226-002-BARNES-F14,4,WE,0,14,6,0,0,0,0,0,0
00ce-F14,6.1.3.0,226-002-BARNES-F14,4,PS,-126.6511649,142,6,0,0,0,0,0,0
00d0-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,126,1,0,0,0,0,0,0
00d0-F14,1.0.2.0,226-002-BARNES-F14,2,PS,0,137,1,0,0,0,1,0,0
00d0-F14,1.0.3.0,226-002-BARNES-F14,2,WE,0,143,1,0,0,0,0,0,0
00d0-F14,1.0.4.0,226-002-BARNES-F14,2,PS,1.973684211,156,1,0,0,0,1,0,0
00d0-F14,2.1.1.0,226-002-BARNES-F14,2,WE,0,9,2,0,0,0,0,0,0
00d0-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,15,2,0,0,0,0,0,0
00d0-F14,2.1.3.0,226-002-BARNES-F14,2,PS,65.75740823,28,2,0,0,0,0,0,0
00d0-F14,3.1.1.0,226-002-BARNES-F14,2,WE,0,10,3,0,0,0,0,0,0
00d0-F14,3.1.2.0,226-002-BARNES-F14,2,PS,0,71,3,0,0,0,0,0,0
00d0-F14,3.1.3.0,226-002-BARNES-F14,2,PS,-43.26507302,102,3,0,0,0,0,0,0
00d0-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,11,4,0,0,0,0,0,0
00d0-F14,4.1.2.0,226-002-BARNES-F14,2,PS,0,84,4,0,0,0,0,0,0
00d0-F14,4.1.3.0,226-002-BARNES-F14,2,PS,0,103,4,0,0,0,0,0,0
00d0-F14,4.-1.2.0,226-002-BARNES-F14,2,PS,0,122,4,0,0,0,0,0,0
00d0-F14,4.-1.3.0,226-002-BARNES-F14,2,PS,0,158,4,0,0,0,0,0,0
00d0-F14,4.-1.3.1,226-002-BARNES-F14,2,PS,0,233,4,0,0,0,0,0,0
00d0-F14,4.-1.4.0,226-002-BARNES-F14,2,PS,0,267,4,0,0,0,0,0,0
00d0-F14,4.-1.3.0,226-002-BARNES-F14,2,PS,0,298,4,0,0,0,0,0,0
00d0-F14,4.-1.3.1,226-002-BARNES-F14,2,PS,-55.89459085,348,4,0,0,0,0,0,0
00d0-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,24,5,0,0,0,0,0,0
00d0-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,35,5,0,0,0,0,0,0
00d0-F14,5.1.3.0,226-002-BARNES-F14,2,PS,92.95967191,59,5,0,0,0,0,0,0
00d0-F14,6.1.1.0,226-002-BARNES-F14,2,WE,0,13,6,0,0,0,0,0,0
00d0-F14,6.1.2.0,226-002-BARNES-F14,2,WE,0,15,6,0,0,0,0,0,0
00d0-F14,6.1.3.0,226-002-BARNES-F14,2,PS,0,89,6,0,0,0,0,0,0
00d0-F14,6.-1.3.0,226-002-BARNES-F14,2,PS,0,96,6,0,0,0,0,0,0
00d0-F14,6.-1.3.1,226-002-BARNES-F14,2,PS,0,137,6,0,0,0,0,0,0
00d0-F14,6.-1.4.0,226-002-BARNES-F14,2,PS,0,161,6,0,0,0,0,0,0
00d0-F14,6.-1.4.1,226-002-BARNES-F14,2,PS,0,173,6,0,0,0,0,0,0
00d0-F14,6.-1.4.0,226-002-BARNES-F14,2,PS,0,270,6,0,0,0,0,0,0
00d0-F14,6.-1.4.1,226-002-BARNES-F14,2,PS,0,318,6,0,0,0,0,0,0
00d0-F14,6.-1.4.0,226-002-BARNES-F14,2,PS,0,353,6,0,0,0,0,0,0
00d0-F14,6.-1.4.0,226-002-BARNES-F14,2,PS,0,433,6,0,0,0,0,0,0
00d0-F14,6.-1.4.1,226-002-BARNES-F14,2,PS,0,437,6,0,0,0,0,0,0
00d0-F14,6.-1.4.0,226-002-BARNES-F14,2,PS,-108.017587,507,6,0,0,0,0,0,0
00d3-F14,1.0.1.0,226-002-BARNES-F14,1,PS,0,198,1,0,0,0,0,1,0
00d3-F14,1.0.2.0,226-002-BARNES-F14,2,PS,0,213,1,0,0,0,0,0,0
00d3-F14,1.0.3.0,226-002-BARNES-F14,2,WE,0,233,1,0,0,0,0,0,0
00d3-F14,1.0.4.0,226-002-BARNES-F14,2,PS,40.78947368,248,1,0,0,0,0,0,0
00d3-F14,2.1.1.0,226-002-BARNES-F14,2,PS,0,336,2,1,0,0,0,0,0
00d3-F14,2.1.2.0,226-002-BARNES-F14,2,WE,0,348,2,0,0,0,0,0,0
00d3-F14,2.1.3.0,226-002-BARNES-F14,2,PS,-75.57938965,395,2,0,0,0,0,0,0
00d3-F14,3.1.1.0,226-002-BARNES-F14,2,PS,0,171,3,0,0,0,0,0,0
00d3-F14,3.1.2.0,226-002-BARNES-F14,2,WE,0,182,3,0,0,0,0,0,0
00d3-F14,3.1.3.0,226-002-BARNES-F14,2,PS,34.98409072,225,3,0,0,0,0,0,0
00d3-F14,4.1.1.0,226-002-BARNES-F14,2,WE,0,10,4,0,0,0,0,0,0
00d3-F14,4.1.2.0,226-002-BARNES-F14,2,PS,0,225,4,0,0,0,0,0,0
00d3-F14,4.1.3.0,226-002-BARNES-F14,2,PS,99.80582524,261,4,0,0,0,0,0,0
00d3-F14,5.1.1.0,226-002-BARNES-F14,2,PS,0,21,5,0,0,0,0,0,0
00d3-F14,5.1.2.0,226-002-BARNES-F14,2,WE,0,32,5,0,0,0,0,0,0
00d3-F14,5.1.3.0,226-002-BARNES-F14,2,PS,-81.53110048,82,5,0,0,0,0,0,0
00d3-F14,6.1.1.0,226-002-BARNES-F14,2,PS,0,20,6,0,0,0,0,0,0
