,student,currProb,course,session,priorTutorAction,reward,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,symbolicRepresentationCount,englishSymbolicSwitchCount,Level,probDiff,difficultProblemCountSolved,difficultProblemCountWE,easyProblemCountSolved,easyProblemCountWE,probAlternate,easyProbAlternate,RuleTypesCount,UseCount,PrepCount,MorphCount,OptionalCount,NewLevel,SolvedPSInLevel,SeenWEinLevel,probIndexinLevel,probIndexPSinLevel,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_Interaction,cumul_hintCount,cumul_TotalTime,cumul_TotalPSTime,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_symbolicRepresentationCount,cumul_englishSymbolicSwitchCount,cumul_difficultProblemCountSolved,cumul_difficultProblemCountWE,cumul_easyProblemCountSolved,cumul_easyProblemCountWE,cumul_probAlternate,cumul_easyProbAlternate,cumul_RuleTypesCount,cumul_UseCount,cumul_PrepCount,cumul_MorphCount,cumul_OptionalCount,cumul_probIndexinLevel,cumul_InterfaceErrorCount,cumul_RightApp,cumul_WrongApp,cumul_WrongSemanticsApp,cumul_WrongSyntaxApp,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_FDActionCount,cumul_BDActionCount,cumul_DirectProofActionCount,cumul_InDirectProofActionCount,cumul_actionCount,cumul_UseWindowInfo,cumul_NonPSelements,cumul_AppCount,cumul_AppRatio,cumul_hintRatio,cumul_BlankRatio,cumul_HoverHintCount,cumul_SystemInfoHintCount,cumul_NextStepClickCountWE,cumul_PreviousStepClickCountWE,cumul_deletedApp,CurrPro_NumProbRule,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeWE,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
138,0012-F14,3.-1.3.0,226-001-BARNES-F14,9,PS,0.0,11,0,0,0,0,1,1,4,1,0,3,-1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,2,2,0,0,0,3,0,2,10,0,10,0,10,0,0,10,9,0,0,2,0,0,0,0,5,4,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,1,1,0,2,0,3,12,0,0,1,1,0,0,0,3,9,11,12,0,2,30,20,12,9,3,2,0,1,145,0,145,0,145,0,18,127,8,0,1,37,0,9,0,0,4,2,1,3,1,2,0
139,0012-F14,3.-1.3.1,226-001-BARNES-F14,9,PS,0.0,17,0,0,0,0,1,1,4,1,0,3,-1,0,0,1,0,1,1,2,4,1,0,0,0,1,0,3,2,1,5,0,0,0,5,0,4,17,0,17,0,17,0,1,16,9,0,0,1,0,0,0,0,9,7,9,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,1,1,0,2,0,3,13,0,0,1,2,0,1,1,3,13,12,12,0,3,31,25,12,9,3,3,0,1,162,0,162,0,162,0,19,143,8,0,1,38,0,9,0,0,4,0,0,1,0,0,0
140,0012-F14,3.-1.4.0,226-001-BARNES-F14,9,PS,-8.613966678,14,0,0,0,0,1,1,3,1,0,3,-1,0,0,1,0,0,0,2,2,2,0,0,0,0,0,3,3,4,4,0,0,0,5,0,3,13,0,13,0,13,0,0,13,9,0,0,0,0,0,0,0,9,8,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,1,1,0,2,0,3,14,0,0,1,3,0,0,0,3,15,14,12,0,3,35,29,12,9,3,3,0,2,175,0,175,0,175,0,19,156,8,0,1,38,0,9,0,0,4,2,2,2,0,0,1
141,0012-F14,4.1.1.0,226-001-BARNES-F14,9,PS,0.0,19,0,0,0,0,1,1,3,1,0,4,1,1,0,0,0,0,0,2,4,2,0,0,1,1,0,0,0,3,6,0,0,0,5,0,4,18,0,18,0,18,0,0,18,9,0,0,0,0,0,0,0,9,9,9,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,2,4,2,0,0,0,3,6,0,0,0,5,0,4,18,0,18,0,18,0,0,18,9,0,0,0,0,0,0,0,4,2,1,1,6,7,1
142,0012-F14,4.1.2.0,226-001-BARNES-F14,9,WE,0.0,10,0,0,0,0,0,0,3,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,9,0,9,0,9,0,8,1,1,0,8,0,0,8,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,29,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,2,4,2,0,0,1,4,6,0,0,0,5,0,3,27,0,27,0,27,0,8,19,7,0,2,0,0,8,0,0,5,3,2,4,6,6,1
143,0012-F14,4.1.3.0,226-001-BARNES-F14,9,PS,0.0,16,0,0,0,0,1,1,3,1,0,4,1,0,0,0,0,0,0,2,1,3,0,0,0,0,0,2,1,1,3,1,1,0,4,0,2,15,0,15,0,15,0,2,13,8,0,1,1,0,0,0,0,9,9,9,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,2,5,5,0,0,2,5,9,1,1,0,4,0,3,42,0,42,0,42,0,10,32,7,0,2,1,0,8,0,0,5,9,9,5,0,0,9
144,0012-F14,4.-1.3.0,226-001-BARNES-F14,9,PS,0.0,10,0,0,0,0,1,1,4,1,0,4,-1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,3,1,1,2,1,0,1,3,0,2,10,0,10,0,10,0,1,9,8,0,0,0,0,0,0,0,9,9,9,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,2,0,3,4,0,1,1,0,0,0,0,2,5,8,0,0,3,6,11,2,1,1,4,0,2,52,0,52,0,52,0,11,41,7,0,2,1,0,8,0,0,4,1,1,2,0,0,0
145,0012-F14,4.-1.3.1,226-001-BARNES-F14,10,PS,0.0,48,0,0,0,0,1,1,2,1,0,4,-1,0,0,1,0,1,1,3,5,4,0,1,0,1,0,3,1,5,8,2,2,0,3,0,2,44,0,44,0,44,0,1,43,9,0,0,12,0,0,0,0,9,9,9,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,2,0,2,5,0,1,1,1,0,1,1,3,10,12,0,1,3,11,19,4,3,1,3,0,2,96,0,96,0,96,0,12,84,8,0,1,13,0,8,0,0,4,1,1,2,0,0,0
146,0012-F14,4.-1.4.0,226-001-BARNES-F14,10,PS,-20.87912088,37,0,0,0,0,1,1,2,1,0,4,-1,0,0,1,0,0,0,2,6,4,0,0,0,0,0,3,3,10,9,1,1,0,5,0,4,31,0,31,0,31,0,0,31,9,0,0,0,0,0,0,0,9,9,9,9,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,2,0,2,6,0,1,1,2,0,0,0,3,16,16,0,1,3,21,28,5,4,1,4,0,3,127,0,127,0,127,0,12,115,9,0,0,13,0,8,0,0,2,1,1,1,0,0,0
147,0012-F14,5.1.1.0,226-001-BARNES-F14,11,WE,0.0,8,0,0,0,0,0,0,2,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,2,7,0,7,0,7,0,7,0,0,0,9,0,0,7,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,7,0,7,0,7,0,7,0,0,0,9,0,0,7,0,0,5,1,1,1,3,3,1
148,0012-F14,5.1.2.0,226-001-BARNES-F14,11,PS,0.0,32,0,0,0,0,1,1,2,1,0,5,1,1,0,0,0,0,0,3,2,3,3,0,0,1,0,1,0,3,8,0,0,0,4,0,3,30,0,30,0,30,0,0,30,9,0,0,7,0,0,0,0,9,9,9,9,4,4,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,3,2,3,3,0,1,4,8,0,0,0,4,0,3,37,0,37,0,37,0,7,30,8,0,1,7,0,7,0,0,6,0,0,1,5,4,0
149,0012-F14,5.1.3.0,226-001-BARNES-F14,11,PS,0.0,12,0,0,0,0,2,2,2,1,0,5,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,2,1,3,1,0,1,5,0,3,12,0,12,0,12,0,2,10,8,0,1,0,0,0,0,0,9,9,9,9,4,4,1,0,1,3,3,0,0,0,0,0,0,0,0,52,0,0,0,0,1,0,2,3,0,1,1,0,0,0,0,3,3,3,6,0,2,5,11,1,0,1,4,0,3,49,0,49,0,49,0,9,40,8,0,1,7,0,7,0,0,5,7,7,7,0,0,7
150,0012-F14,5.-1.3.0,226-001-BARNES-F14,11,PS,0.0,18,0,0,0,0,0,0,2,1,0,5,-1,0,0,1,0,0,0,3,1,2,2,0,0,1,0,3,2,3,4,1,0,1,4,0,3,16,0,16,0,16,0,1,15,9,0,0,1,0,0,0,0,9,9,9,9,4,5,1,0,3,6,3,0,0,0,0,0,0,0,0,70,0,0,0,0,1,0,2,4,0,1,1,1,0,0,0,3,4,5,8,0,3,8,15,2,0,2,4,0,3,65,0,65,0,65,0,10,55,8,0,1,8,0,7,0,0,4,1,1,0,0,1,1
151,0012-F14,5.-1.4.0,226-001-BARNES-F14,11,PS,0.0,3,0,0,0,0,2,2,2,1,0,5,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,1,1,0,0,0,5,0,2,3,0,3,0,3,0,0,3,9,0,0,1,0,0,0,0,9,9,9,9,4,5,1,0,3,8,3,0,0,0,0,0,0,0,0,73,0,0,0,0,1,0,2,5,0,1,1,1,0,0,0,3,4,5,9,0,3,9,16,2,0,2,4,0,3,68,0,68,0,68,0,10,58,8,0,1,9,0,7,0,0,7,1,1,1,0,0,1
152,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,2,0,0,0,0,5,5,2,1,0,5,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,2,2,0,2,0,2,0,1,1,4,0,4,1,0,0,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,75,0,0,0,0,2,0,2,6,0,1,1,1,0,1,1,3,4,5,9,0,4,9,16,2,0,2,4,0,2,70,0,70,0,70,0,11,59,8,0,1,10,0,7,0,0,7,2,2,4,0,0,0
153,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,6,0,0,0,0,1,1,3,1,0,5,-1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,4,3,0,1,0,0,0,3,0,1,6,0,6,0,6,0,1,5,8,0,1,3,0,0,0,0,9,9,9,9,4,5,1,0,3,8,5,0,0,0,0,0,0,0,0,82,0,0,0,0,2,0,2,8,0,1,1,1,0,1,1,3,4,5,10,0,4,9,17,2,0,2,4,0,2,77,0,77,0,77,0,13,64,8,0,1,13,0,7,0,0,7,2,2,4,0,0,0
154,0012-F14,5.-1.4.1,226-001-BARNES-F14,11,PS,0.0,106,0,1,1,0,1,1,3,1,0,5,-1,0,0,0,0,1,1,4,1,8,11,5,0,0,0,4,3,6,17,8,4,4,3,0,2,102,0,76,26,102,0,5,97,9,0,0,18,0,0,0,4,9,9,9,9,4,2,1,0,6,9,8,0,0,0,0,0,0,0,0,191,0,1,1,0,2,0,3,12,0,1,1,1,0,1,1,4,5,13,21,5,4,15,34,10,4,6,3,0,2,182,0,156,26,182,0,21,161,8,0,1,31,0,7,0,4,7,2,2,4,0,0,0
155,0012-F14,5.-1.4.0,226-001-BARNES-F14,12,PS,46.42857143,20,0,0,0,0,1,1,3,1,0,5,-1,0,0,1,0,0,0,3,1,2,4,0,0,0,0,4,3,3,7,0,0,0,6,0,5,19,0,19,0,19,0,1,18,9,0,0,0,0,0,0,0,9,9,9,9,6,2,1,0,8,9,9,0,0,0,0,0,0,0,0,211,0,1,1,0,2,0,3,13,0,1,1,2,0,0,0,4,6,15,25,5,4,18,41,10,4,6,3,0,2,201,0,175,26,201,0,22,179,8,0,1,31,0,7,0,4,7,1,1,1,0,0,1
156,0012-F14,6.1.1.0,226-001-BARNES-F14,12,PS,0.0,72,0,0,0,0,1,1,3,1,0,6,1,1,0,0,0,0,0,3,4,3,9,0,1,1,0,0,0,2,14,2,2,0,4,0,3,72,0,35,37,72,0,12,60,8,0,1,8,0,0,0,0,9,9,9,9,6,5,2,0,9,9,9,0,0,0,0,0,0,0,0,72,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,3,4,3,9,0,0,2,14,2,2,0,4,0,3,72,0,35,37,72,0,12,60,8,0,1,8,0,0,0,0,6,1,1,1,4,4,1
157,0012-F14,6.1.2.0,226-001-BARNES-F14,12,WE,0.0,3,0,0,0,0,0,0,3,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,2,0,2,0,2,0,2,0,0,0,9,0,0,2,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,75,0,0,0,0,2,0,2,2,0,1,1,0,0,0,0,3,4,3,9,0,1,3,14,2,2,0,4,0,3,74,0,37,37,74,0,14,60,8,0,1,8,0,2,0,0,5,1,1,2,1,1,0
158,0012-F14,6.1.3.0,226-001-BARNES-F14,12,PS,78.27102804,44,0,0,0,0,1,1,2,1,0,6,1,1,0,0,0,0,0,3,4,6,4,0,0,0,0,2,1,2,12,2,2,0,4,0,4,44,0,44,0,44,0,0,44,9,0,0,0,0,0,0,0,9,9,9,9,6,7,2,0,9,9,9,0,0,0,0,0,0,0,0,119,0,0,0,0,2,0,2,3,0,2,1,0,0,0,0,3,8,9,13,0,2,5,26,4,4,0,4,0,3,118,0,81,37,118,0,14,104,8,0,1,8,0,2,0,0,8,6,6,5,0,0,5
159,0016-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,8,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,2,6,0,6,0,6,0,6,0,0,0,9,0,0,6,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,8,0,0,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,6,0,6,0,6,0,6,0,0,0,9,0,0,6,0,0,3,6,5,7,9,9,4
160,0016-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,27,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,2,3,4,0,0,0,1,0,1,0,9,3,4,2,2,3,0,2,19,0,19,0,19,0,2,17,8,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,2,2,3,2,0,0,0,0,0,0,0,2,3,4,0,0,1,11,3,4,2,2,3,0,2,25,0,25,0,25,0,8,17,6,0,3,0,2,6,0,0,3,2,1,2,5,5,1
161,0016-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,58,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,4,3,5,5,4,0,1,0,2,2,6,8,9,4,5,2,0,2,54,0,54,0,54,0,2,52,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,1,2,2,3,3,0,0,0,0,0,0,0,4,6,9,5,4,2,17,11,13,6,7,2,0,2,79,0,79,0,79,0,10,69,8,0,1,0,2,6,0,0,4,8,7,9,4,5,2
162,0016-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.78947368,12,0,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,3,3,4,0,0,0,5,0,4,12,0,12,0,12,0,0,12,9,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,1,2,2,3,4,0,0,0,0,0,0,0,4,8,11,5,4,3,20,15,13,6,7,3,0,2,91,0,91,0,91,0,10,81,8,0,1,0,2,6,0,0,4,3,3,3,0,0,2
163,0016-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,19,0,0,0,0,1,1,3,1,0,2,1,1,0,0,0,0,0,2,3,3,0,0,1,1,0,0,0,2,6,0,0,0,5,0,4,19,0,19,0,19,0,0,19,9,0,0,0,0,0,0,0,7,2,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,2,3,3,0,0,0,2,6,0,0,0,5,0,4,19,0,19,0,19,0,0,19,9,0,0,0,0,0,0,0,4,4,4,5,6,6,2
164,0016-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,7,0,0,0,2,2,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,6,0,6,0,6,0,6,0,0,0,9,0,0,6,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,26,0,0,0,1,2,3,2,2,0,1,1,0,0,0,0,2,3,3,0,0,1,3,6,0,0,0,5,0,3,25,0,25,0,25,0,6,19,7,0,2,0,0,6,0,0,4,2,2,4,7,5,1
165,0016-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.94161875,15,0,0,0,0,1,1,3,1,0,2,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,2,1,4,4,0,0,0,5,0,3,13,0,13,0,13,0,0,13,9,0,0,0,0,0,0,0,7,2,5,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,1,2,3,2,3,0,2,1,0,0,0,0,2,5,5,0,0,2,7,10,0,0,0,5,0,3,38,0,38,0,38,0,6,32,8,0,1,0,0,6,0,0,4,2,2,2,0,0,2
166,0016-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,30,0,0,0,0,1,1,2,1,0,3,1,1,0,0,0,0,0,2,3,6,0,0,1,1,0,0,0,3,9,0,0,0,5,0,4,29,0,29,0,29,0,0,29,9,0,0,0,0,0,0,1,9,2,9,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,2,3,6,0,0,0,3,9,0,0,0,5,0,4,29,0,29,0,29,0,0,29,9,0,0,0,0,0,0,1,4,7,6,8,5,5,2
167,0016-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,14,0,0,0,0,0,0,2,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,13,0,13,0,13,0,9,4,3,0,6,0,0,9,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,44,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,2,3,6,0,0,1,5,9,0,0,0,4,0,3,42,0,42,0,42,0,9,33,7,0,2,0,0,9,0,1,6,2,2,4,8,7,1
168,0016-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,23,0,0,0,0,1,1,2,1,0,3,1,1,0,0,0,0,0,2,3,4,0,0,0,0,0,2,1,3,7,0,0,0,5,0,4,22,0,22,0,22,0,0,22,9,0,0,0,0,0,0,0,9,5,9,7,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,1,0,2,3,0,2,1,0,0,0,0,2,6,10,0,0,2,8,16,0,0,0,5,0,3,64,0,64,0,64,0,9,55,8,0,1,0,0,9,0,1,6,4,4,3,0,0,3
169,0016-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,22,0,0,0,0,1,1,3,1,0,4,1,1,0,0,0,0,0,3,5,2,0,1,1,1,0,0,0,4,7,1,0,1,5,0,4,22,0,22,0,22,0,0,22,9,0,0,0,0,0,0,0,9,7,9,9,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2,1,3,1,0,1,0,0,0,0,0,3,5,2,0,1,0,4,7,1,0,1,5,0,4,22,0,22,0,22,0,0,22,9,0,0,0,0,0,0,0,4,2,1,1,6,7,1
170,0016-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,8,0,0,0,3,3,0,3,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,7,0,7,0,7,0,7,0,0,0,9,0,0,7,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,30,0,0,0,2,3,5,3,2,0,1,1,0,0,0,0,3,5,2,0,1,1,5,7,1,0,1,5,0,3,29,0,29,0,29,0,7,22,7,0,2,0,0,7,0,0,5,3,2,4,6,6,1
171,0016-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-69.23543689,86,0,0,0,0,1,1,2,1,0,4,1,1,0,0,0,0,0,3,16,8,2,0,0,0,0,2,1,7,17,9,8,1,3,0,3,82,0,82,0,82,0,0,82,9,0,0,4,0,0,0,0,9,7,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,2,2,5,3,3,0,2,1,0,0,0,0,4,21,10,2,1,2,12,24,10,8,2,4,0,3,111,0,111,0,111,0,7,104,9,0,0,4,0,7,0,0,5,9,9,5,0,0,9
172,0016-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,76,0,0,0,0,2,2,3,1,0,5,1,1,0,0,0,0,0,3,4,4,9,0,1,1,0,0,0,4,11,6,1,5,2,0,2,74,0,74,0,74,0,4,70,9,0,0,11,0,0,0,0,9,9,9,9,9,6,9,0,0,0,6,0,0,0,0,0,0,0,0,76,0,0,0,0,3,1,4,1,0,1,0,0,0,0,0,3,4,4,9,0,0,4,11,6,1,5,2,0,2,74,0,74,0,74,0,4,70,9,0,0,11,0,0,0,0,5,1,1,1,3,3,1
173,0016-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,11,0,0,0,0,0,0,3,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,10,0,10,0,10,0,10,0,0,0,9,0,0,10,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,87,0,0,0,0,2,0,4,2,0,1,1,0,0,0,0,3,4,4,9,0,1,5,11,6,1,5,2,0,2,84,0,84,0,84,0,14,70,8,0,1,11,0,10,0,0,6,0,0,1,5,4,0
174,0016-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-67.85287081,212,0,1,1,0,1,1,1,1,0,5,1,1,0,0,0,0,0,4,9,11,22,5,0,0,0,2,1,33,26,21,10,11,2,0,2,184,0,142,42,184,0,12,172,9,0,0,19,0,0,0,0,9,9,9,7,9,6,9,0,0,8,6,0,0,0,0,0,0,0,0,299,0,1,1,0,2,0,2,3,0,2,1,0,0,0,0,4,13,15,31,5,2,38,37,27,11,16,2,0,2,268,0,226,42,268,0,26,242,9,0,0,30,0,10,0,0,5,7,7,7,0,0,7
175,0016-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0.0,23,0,0,0,0,1,1,1,1,0,6,1,1,0,0,0,0,0,2,3,1,0,0,1,1,0,0,0,2,2,2,2,0,1,0,0,23,0,23,0,23,0,0,23,9,0,0,3,0,0,0,0,9,9,9,7,9,8,9,0,0,8,6,0,0,0,0,0,0,0,0,23,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,2,3,1,0,0,0,2,2,2,2,0,1,0,0,23,0,23,0,23,0,0,23,9,0,0,3,0,0,0,0,6,1,1,1,4,4,1
176,0016-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,3,0,0,0,0,0,0,1,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,2,2,0,2,0,2,0,2,0,0,0,9,0,0,2,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,26,0,0,0,0,1,0,2,2,0,1,1,0,0,0,0,2,3,1,0,0,1,3,2,2,2,0,1,0,0,25,0,25,0,25,0,2,23,9,0,0,3,0,2,0,0,5,1,1,2,1,1,0
177,0016-F14,6.1.3.0,226-001-BARNES-F14,5,PS,67.91128203,56,0,0,0,0,0,0,2,2,0,6,1,1,0,0,0,0,0,3,9,4,5,0,0,0,0,2,1,3,11,7,2,5,3,0,2,55,0,55,0,55,0,0,55,9,0,0,2,0,0,0,0,1,9,9,7,9,9,9,0,1,9,7,0,0,0,0,0,0,0,0,82,0,0,0,0,1,1,2,4,0,2,1,0,0,0,0,3,12,5,5,0,2,6,13,9,4,5,2,0,2,80,0,80,0,80,0,2,78,9,0,0,5,0,2,0,0,8,6,6,5,0,0,5
178,001e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,20,0,0,0,3,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,0,2,11,0,11,0,11,0,9,2,1,0,8,0,2,7,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,20,0,0,0,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,11,0,11,0,11,0,9,2,1,0,8,0,2,7,0,0,3,6,5,7,9,9,4
179,001e-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,2,4,0,4,0,4,0,4,0,0,0,9,0,0,4,0,0,4,2,7,2,3,2,2,0,1,1,2,1,0,0,0,0,0,0,0,25,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,2,15,0,15,0,15,0,13,2,1,0,8,0,2,11,0,0,3,2,1,2,5,5,1
180,001e-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,79,5,1,1,0,2,2,4,1,0,1,0,0,0,0,0,0,0,4,2,8,8,2,0,1,0,2,0,4,10,10,6,4,2,0,2,76,0,76,0,76,2,7,69,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,104,5,1,0,2,3,1,5,3,0,0,0,0,0,0,0,4,2,8,8,2,2,15,10,10,6,4,2,0,1,91,0,91,0,91,2,20,71,7,0,2,8,2,11,0,0,4,8,7,9,4,5,2
181,001e-F14,1.0.4.0,226-001-BARNES-F14,2,PS,40.78947368,13,0,0,0,0,1,1,4,1,0,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,3,3,3,4,0,0,0,5,0,4,13,0,13,0,13,0,0,13,9,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,117,5,1,1,2,3,1,4,4,0,0,0,0,0,0,0,4,4,10,8,2,3,18,14,10,6,4,2,0,2,104,0,104,0,104,2,20,84,8,0,1,8,2,11,0,0,4,3,3,3,0,0,2
