0,1,2,3,4,5
1276.24453503,78.11148414,-193.724941521,-137.482016105,-184.194944279,20.2599512783
353.331901765,-222.971493022,61.0368891546,281.292402074,-262.610951972,-39.2675871469
-346.228517731,168.768965742,-118.583633188,-7.09544014487,-92.3910362526,49.8927314212
-139.376414562,250.357753129,-136.216360458,-12.4159407098,-59.8547540586,29.5824692871
266.827151737,-363.655615995,-0.337092024945,118.860566948,-70.7994330813,-27.2245639033
-22.5333560244,246.537240493,-140.641760315,34.791906289,41.3823683462,-11.1501799109
-331.7076064,115.211067659,-54.0336066813,-70.3245063098,-3.18450251638,5.2698690221
56.1485020914,-200.384976075,-38.0242061395,124.796287887,-27.9426330686,-64.6986404391
-243.465654495,226.552063368,-70.0551984489,-46.6364118774,-1.20606707869,-15.3514199709
-193.9428005,232.748197316,-72.3400594865,-48.8742553003,-3.04523939649,-19.3629485745
103.114986287,350.950108445,-120.539164433,-35.7630712668,-16.2494727557,-34.9031222479
55.7775013002,101.313281876,3.34993949317,-89.4542895717,12.4639028731,-23.6535702567
574.547183306,-277.569828147,-130.521625909,-6.19073580086,44.6716622746,-86.0128131895
-326.147895624,81.7150821033,-55.3098757071,-6.07275778639,-10.9206145016,7.26693622546
-241.794264438,-574.536000267,99.5640927109,-155.850747499,-29.8936269145,16.6375950607
-178.157420139,0.00400872974698,-45.2503339689,-0.872765295967,-66.1422063527,-0.0218344257106
1827.30494242,60.7136196948,-284.361849801,-53.8809626394,38.1672636811,-90.5427885607
-287.212048103,-62.3077385437,98.39683142,-69.3829574022,-10.3009093453,-8.50467723209
-186.894969671,125.479349641,44.6532032023,46.6407516331,-26.0482694466,-32.9237656467
2493.09235632,-160.50133389,-313.348102344,-165.94990534,40.8391165391,-171.116363868
-288.886860738,2.83607843931,113.54985826,-40.1899938536,30.2388150798,-30.7116257398
-93.8316340538,68.5644466778,68.3650457425,81.8199479628,0.424741534318,-68.1665507905
-275.225838889,155.901924813,94.3622646999,17.1931652032,17.2282749109,-41.1264708546
550.558973907,246.859175648,6.70622795744,-8.03284007995,5.0888141238,-77.8019276118
189.702848166,324.697630682,108.724698185,-43.5387532196,18.6956399264,-51.6012192067
611.306739757,190.12426814,229.757438851,-91.7586030386,54.9729691378,-7.78356296627
-347.561375661,183.035541543,-121.780856137,-3.73537443644,33.7134960803,-2.99307791903
-108.148992079,198.412910821,-92.3296573456,-45.6215204646,61.1723498699,40.1794883451
-190.779657953,157.123780061,-36.3016572596,-58.0204532003,55.7522799572,12.6304568878
-173.82735286,163.705163837,30.7298546251,-50.7173965872,65.3125144077,35.841538281
370.870274606,257.745127397,143.778307573,-34.5915689948,96.6462028609,119.609735702
1696.47203635,455.293824857,248.990508312,-45.3537549338,98.8023659209,119.730010376
723.573057872,392.685969662,525.431690521,-49.7176996399,31.6967795793,-74.3931482572
1518.58253409,511.187536098,587.5359472,-59.9457565763,26.1235625026,-92.201953679
-356.987464483,255.928832975,-141.923877657,43.6852108988,-4.4286430485,4.28490952477
2689.18814029,306.420117055,-16.0414741134,-109.22913807,152.938161308,275.098133316
450.840414908,295.607262201,506.095311447,4.09804442524,59.7798976546,69.3679206542
40.3163479666,357.678387794,545.797740032,-12.7132287809,-13.9713524637,-120.990874458
77.3020841639,385.392056959,594.423966963,62.6326554666,-18.3351639442,-100.270157515
473.815358104,230.487395913,-122.457432733,-32.5039607922,74.8633500957,36.9883485391
-331.796047748,229.711259956,-5.93438056065,-37.965612414,27.3775245943,-13.4417745007
1497.65663093,152.119274421,115.847951674,-108.367223347,127.693382356,157.774029954
82.3043591023,182.950714117,352.879635197,-65.7205704347,40.1471309506,-47.7379181189
421.534368491,-293.346211474,-104.079216345,4.01723857734,55.0496329915,-52.5866088397
-327.895363967,79.03799357,-64.3191290411,-7.62210771577,-15.656162978,9.4750171889
-243.073007937,-576.267262999,90.6420069856,-154.011447624,-19.097462662,13.9469257313
-35.5604695053,12.3789381907,-76.2524265154,-5.72263093046,-62.1952989979,-10.6774541738
-301.640366372,-178.976104249,-45.3405028983,-24.6564384331,-97.8298605249,44.3803036124
51.1378212541,-61.5526257331,-98.6174818752,-92.0712497296,-57.9938519401,5.0168194872
-138.096310087,99.4651434121,-87.7748603876,32.0336393607,-81.7063385685,18.6250994327
-264.187817746,-457.866593824,21.7604033897,-82.2893317634,51.6195927686,-10.6616347263
772.154762426,76.9917759859,-193.51815396,-80.2297267978,21.9667087799,-52.2240388366
1463.9296706,210.078811176,-233.730190852,23.722567643,-30.1830334446,-134.252040725
-340.278697764,126.273083997,-114.700752496,25.6376020558,-8.51234889708,9.04104757374
-311.744336287,-96.1510368179,-56.5594407898,-76.8479011805,-15.0988729413,20.3093979452
725.488811933,-191.864743209,-45.6434054716,310.720332405,-69.1650345462,-14.223273186
