Interaction,hintCount,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,englishSymbolicSwitchCount,PrepCount,OptionalCount,InterfaceErrorCount,WrongSyntaxApp,PrightAppRatio,F1Score,BDActionCount,InDirectProofActionCount,UseWindowInfo,NonPSelements,AppCount,hintRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_hintCount,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_symbolicRepresentationCount,cumul_englishSymbolicSwitchCount,cumul_InterfaceErrorCount,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_BDActionCount,cumul_InDirectProofActionCount,cumul_UseWindowInfo,cumul_NonPSelements,cumul_AppCount,cumul_hintRatio,cumul_BlankRatio,cumul_HoverHintCount,cumul_SystemInfoHintCount,cumul_NextStepClickCountWE,cumul_PreviousStepClickCountWE,cumul_deletedApp,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
30,0,305.512,0.0,9.54725,9.54725,13.46930107,0,0,0,2,1,0.266666667,0.444444444,0,0,0,0,30,0.0,0,0,0,0,0,0.706583916,0.640134874,0.999999975,0.999914496,0.853265441,0.493468829,0.934256766,0.042325843,0.296309343,0.234793883,0.6802426,0.024655882,0.01,0.01,0.052450453,0.011340922,0.01,0.01,0.01,0,212.591,9.420054545,9.243086957,9.54725,3,0,5,0.266666667,0.421052632,0.326530612,0,0,0,20,30,0.0,0.4,0,0,18,2,0,788.7727724,0.009823053,354.852
11,0,0.0,85.331,7.757363636,5.730519118,13.4507228,0,0,0,2,0,0.166056337,0.323480324,0,0,0,9,0,0.0,0,0,9,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,85.331,7.757363636,7.757363636,6.100940583,1,0,2,0.160948709,0.0,0.268913966,0,0,0,9,0,0.0,1.0,0,0,9,0,0,185.2095986,40.87964397,78.412
241,20,2124.273,0.0,8.741864198,8.741864198,15.96017228,0,13,2,32,7,0.124324324,0.240837696,0,0,0,26,185,0.09478673,29,0,0,0,4,0.25889678,0.640134874,0.999999998,0.999914496,0.853265441,0.869949665,0.652986513,0.012137096,0.0736053,0.234793883,0.092377114,0.024655882,0.88747466,0.01,0.012338528,0.011340922,0.01,0.01,0.01,20,85.331,8.699228346,7.757363636,8.741864198,2,0,34,0.124324324,1.769230769,0.232323232,0,0,0,35,185,0.090909091,0.159090909,29,0,9,0,4,313.4651755,16.41704625,5.8105
136,0,1010.167,0.0,7.267388489,7.267388489,13.60963214,0,12,0,13,6,0.185483871,0.353846154,0,0,0,2,124,0.0,3,0,0,0,9,0.519134339,0.845781741,1.0,0.999402632,0.112094762,0.679951512,0.045571962,0.012137096,0.499446982,0.830928212,0.742651933,0.024655882,0.986897799,0.01,0.012338528,0.011340922,0.01,0.01,0.01,20,85.331,8.192801527,7.757363636,8.205340314,3,0,47,0.148867314,2.421052632,0.280487805,0,0,0,37,309,0.057803468,0.106936416,32,0,9,0,13,605.6075083,0.0,303.571
7,0,0.0,123.07,17.58142857,5.730519118,10.26625576,0,0,0,1,0,0.166056337,0.323480324,0,0,0,6,0,0.0,0,0,6,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,123.07,17.58142857,17.58142857,6.100940583,1,0,1,0.160948709,0.0,0.268913966,0,0,0,6,0,0.0,1.0,0,0,6,0,0,754.2226573,85.89333199,226.8775
5,0,0.0,16.393,3.2786,5.730519118,0.40870772,0,0,0,1,0,0.166056337,0.323480324,0,0,0,4,0,0.0,0,0,4,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,139.463,11.62191667,11.62191667,6.100940583,2,0,2,0.160948709,0.0,0.268913966,0,0,0,10,0,0.0,1.0,0,0,10,0,0,325.6199227,44.42744607,81.495
314,1,3759.948,0.0,11.82373585,11.82373585,18.03581102,2,20,1,56,8,0.066929134,0.131782946,0,0,0,8,254,0.003816794,3,2,0,0,4,0.042325843,0.042944019,0.022086716,0.01,0.12910104,0.01,0.01,0.01,0.01,0.027653396,0.067832283,0.01,0.01,0.024655882,0.01,0.01,0.01,0.01,0.01,1,139.463,11.81639697,11.62191667,11.82373585,2,2,58,0.066929134,1.545454545,0.128301887,0,0,0,18,254,0.003676471,0.066176471,3,2,10,0,4,1017.360329,45.74223636,124.365
60,0,489.557,0.0,7.770746032,7.770746032,17.63043495,0,3,1,21,0,0.166666667,0.304347826,0,0,0,0,42,0.0,0,0,0,0,3,0.126644304,0.213325139,0.060664013,0.01,0.316531656,0.01,0.01,0.01,0.01,0.027653396,0.12817071,0.01,0.01,0.052450453,0.01,0.01,0.01,0.01,0.01,1,139.463,11.16785751,11.62191667,11.15355643,2,2,79,0.081081081,1.6,0.154340836,0,0,0,18,296,0.003184713,0.057324841,3,2,10,0,7,419.3237917,0.0,119.459
220,3,1931.368,0.0,8.622178571,8.622178571,16.84656078,0,4,0,61,8,0.164179104,0.314285714,0,2,0,29,134,0.018404908,0,0,0,0,1,0.583101996,0.045161033,0.018534992,0.566085839,0.81497844,0.039311765,0.316096988,0.01,0.027247848,0.028234859,0.041188983,0.01,0.01,0.052450453,0.01,0.01,0.01,0.01,0.01,3,0.0,8.622178571,5.24969423,8.622178571,1,0,61,0.164179104,3.666666667,0.314285714,0,2,0,29,134,0.018404908,0.17791411,0,0,0,0,1,568.136864,55.10625694,152.054
9,0,0.0,293.437,32.60411111,5.730519118,16.79417938,0,0,0,2,0,0.0,0.323480324,0,0,0,6,1,0.0,0,0,6,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,3,293.437,9.548519313,32.60411111,8.622178571,2,0,63,0.162962963,2.2,0.303448276,0,2,0,35,135,0.017647059,0.205882353,0,0,6,0,1,514.1781711,50.54714033,64.568
123,0,1037.318,0.0,8.167858268,8.167858268,14.11045908,0,5,0,37,2,0.186046512,0.351648352,0,0,0,4,86,0.0,1,0,0,0,0,0.170703506,0.016259759,0.158106964,0.800831063,0.873238549,0.118945582,0.814676122,0.025149096,0.013713157,0.028234859,0.255103599,0.01,0.01,0.052450453,0.01,0.01,0.01,0.01,0.01,3,293.437,9.061452778,32.60411111,8.457794872,3,0,100,0.171945701,2.533333333,0.322033898,0,2,0,39,221,0.011538462,0.15,1,0,6,0,1,312.2420144,0.0,126.088
190,2,1622.194,0.0,8.448927083,8.448927083,15.01906238,0,14,3,74,6,0.160714286,0.302521008,0,0,0,6,112,0.016949153,0,0,0,0,3,0.858738324,0.016259759,0.589908852,0.925437192,0.985025125,0.118945582,0.3876004,0.025149096,0.013713157,0.028234859,0.146156617,0.01,0.01,0.182824999,0.024655882,0.01,0.01,0.01,0.01,2,0.0,8.448927083,5.24969423,8.448927083,1,0,74,0.160714286,2.571428571,0.302521008,0,0,0,6,112,0.016949153,0.050847458,0,0,0,0,3,877.4636507,48.64787226,148.718
11,0,0.0,230.87,20.98818182,5.730519118,15.00053817,0,0,0,1,0,0.166056337,0.323480324,0,0,0,10,0,0.0,0,0,10,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,2,230.87,9.128394089,20.98818182,8.448927083,2,0,75,0.160714286,1.2,0.283464567,0,0,0,16,112,0.015625,0.125,0,0,10,0,3,453.1682347,60.599419,68.9985
74,0,452.028,0.0,5.947736842,5.947736842,14.44057742,0,5,0,27,2,0.183673469,0.321428571,0,0,0,0,49,0.0,0,0,0,0,3,0.949429952,0.034258537,0.79712169,0.974591263,0.995107789,0.297072353,0.3876004,0.025149096,0.013713157,0.059064757,0.03319591,0.01,0.01,0.182824999,0.024655882,0.01,0.01,0.01,0.01,2,230.87,8.261978495,20.98818182,7.739634328,3,0,102,0.167701863,1.227272727,0.295081967,0,0,0,16,161,0.011299435,0.09039548,0,0,10,0,6,374.6966858,0.113744052,179.1665
9,0,0.0,79.325,8.813888889,5.730519118,14.44057742,0,0,0,1,0,0.166056337,0.323480324,0,0,0,8,0,0.0,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,79.325,8.813888889,8.813888889,6.100940583,1,0,1,0.160948709,0.0,0.268913966,0,0,0,8,0,0.0,1.0,0,0,8,0,0,260.6786393,60.61856213,99.6955
9,0,0.0,47.586,5.287333333,5.730519118,14.42450687,0,0,0,2,0,0.166056337,0.323480324,0,0,0,7,0,0.0,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,126.911,7.050611111,7.050611111,6.100940583,2,0,3,0.160948709,0.0,0.268913966,0,0,0,15,0,0.0,1.0,0,0,15,0,0,510.6006303,54.88639744,63.2005
411,0,2368.762,0.0,5.735501211,5.735501211,13.03911494,0,24,17,110,9,0.168350168,0.330033003,0,0,0,6,297,0.0,0,0,0,0,22,0.992939436,0.059513759,0.99970835,0.441101005,0.995015585,0.180519296,0.994401031,0.011810984,0.013713157,0.012472553,0.793116472,0.01,0.01,0.775962496,0.017452917,0.01,0.01,0.01,0.01155063,0,126.911,5.790424594,7.050611111,5.735501211,3,0,113,0.168350168,2.777777778,0.317460317,0,0,0,21,297,0.0,0.066037736,0,0,15,0,22,623.5281073,0.0,506.664
19,0,0.0,148.949,7.839421053,5.730519118,13.03279063,0,0,0,4,0,0.166056337,0.323480324,0,0,0,15,0,0.0,0,0,11,4,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,148.949,7.839421053,7.839421053,6.100940583,1,0,4,0.160948709,0.0,0.268913966,0,0,0,15,0,0.0,1.0,0,0,11,4,0,220.7980538,32.38021109,67.9345
45,0,414.302,0.0,9.006565217,9.006565217,13.34618043,0,3,0,10,0,0.222222222,0.363636364,0,0,0,0,36,0.0,0,0,0,0,0,0.997705954,0.059513759,0.999969502,0.484716372,0.995015585,0.293307284,0.994401031,0.011810984,0.049904154,0.046382261,0.55417496,0.01,0.01,0.775962496,0.017452917,0.01,0.01,0.01,0.01155063,0,148.949,8.6654,7.839421053,9.006565217,2,0,14,0.222222222,0.615384615,0.326530612,0,0,0,15,36,0.0,0.294117647,0,0,11,4,0,172.7969031,35.8557963,41.78
54,0,264.758,0.0,4.644877193,4.644877193,13.2094822,0,0,2,16,3,0.195121951,0.340425532,0,0,0,0,41,0.0,0,0,0,0,2,0.984182648,0.059513759,0.999969502,0.743512205,0.995015585,0.293307284,0.998182674,0.011810984,0.049904154,0.472607238,0.927746507,0.01,0.01,0.775962496,0.01166056,0.01,0.01,0.01,0.01155063,0,148.949,6.786959016,7.839421053,6.592815534,3,0,30,0.207792208,0.842105263,0.333333333,0,0,0,15,77,0.0,0.163043478,0,0,11,4,2,788.7727724,0.009823053,354.852
92,0,288.709,0.0,3.07137234,3.07137234,12.76876469,0,0,0,26,0,0.212121212,0.383561644,0,0,0,2,66,0.0,0,0,0,0,8,0.984182648,0.059513759,0.999969502,0.743512205,0.995015585,0.293307284,0.999203966,0.011810984,0.049904154,0.472607238,0.999999898,0.01,0.01,0.775962496,0.01166056,0.01,0.01,0.01,0.01155063,0,0.0,3.07137234,5.24969423,3.07137234,1,0,26,0.212121212,2.0,0.383561644,0,0,0,2,66,0.0,0.029411765,0,0,0,0,8,185.2095986,40.87964397,78.412
3,0,0.0,3.013,1.004333333,5.730519118,12.76379441,0,0,0,1,0,0.166056337,0.323480324,0,0,0,2,0,0.0,0,0,2,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,3.013,3.007443299,1.004333333,3.07137234,2,0,27,0.212121212,1.076923077,0.35443038,0,0,0,4,66,0.0,0.057142857,0,0,2,0,8,313.4651755,16.41704625,5.8105
124,0,631.794,0.0,5.524394059,5.730519118,10.26625576,0,5,0,27,1,0.151515152,0.323480324,0,0,0,0,99,0.0,3,0,0,0,4,0.933512769,0.0389388,0.999999667,0.398410046,0.995015585,0.561657733,0.994462208,0.011810984,0.103661156,0.894953145,0.999999999,0.01,0.039311765,0.775962496,0.01166056,0.01,0.01,0.01,0.01155063,0,3.013,5.869566985,5.24969423,6.100940583,4,0,54,0.175757576,0.903342333,0.268913966,0,0,0,4,165,0.0,0.023668639,3,0,2,0,12,605.6075083,0.0,303.571
733,15,6696.793,0.0,9.123696185,9.123696185,13.86258892,10,43,32,48,67,0.103235747,0.205206738,0,284,0,37,649,0.021865889,37,4,0,0,23,0.011541634,0.079470617,0.857583828,0.011340922,0.011551145,0.063087161,0.011522626,0.011551084,0.011625147,0.011551155,0.065919916,0.024655882,0.011551084,0.565320927,0.011547283,0.03864156,0.011551154,0.011340922,0.011547283,15,0.0,9.123696185,5.24969423,9.123696185,0,10,48,0.103235747,16.75,0.205206738,0,284,0,37,649,0.021865889,0.05393586,37,4,0,0,23,754.2226573,85.89333199,226.8775
57,0,247.164,0.0,4.189220339,4.189220339,13.54021357,0,2,0,4,4,0.150943396,0.285714286,0,54,0,2,53,0.0,0,0,0,0,0,0.011541634,0.146923043,0.948972089,0.027247848,0.011551145,0.120256646,0.011547283,0.011551084,0.027795948,0.011551155,0.013772777,0.052450453,0.011551084,0.565320927,0.011547283,0.03864156,0.011551154,0.011340922,0.011547283,15,0.0,8.756566204,5.24969423,8.756566204,0,10,52,0.106837607,10.71428571,0.211565585,0,338,0,39,702,0.020242915,0.052631579,37,4,0,0,23,325.6199227,44.42744607,81.495
20,0,0.0,120.836,6.0418,5.730519118,13.53466485,0,0,0,6,0,0.0,0.323480324,0,0,0,6,8,0.0,0,0,6,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,15,120.836,8.689782288,6.0418,8.756566204,0,10,58,0.105633803,6.818181818,0.208044383,0,338,0,45,710,0.01986755,0.059602649,37,4,6,0,23,1017.360329,45.74223636,124.365
119,0,722.123,0.0,5.967958678,5.967958678,13.2638673,0,8,1,8,10,0.126126126,0.243478261,0,95,0,2,111,0.0,0,0,0,0,2,0.043728263,0.105014007,0.994405921,0.011845191,0.011551145,0.01186422,0.011547283,0.011551154,0.027795948,0.027653306,0.05831034,0.052450453,0.011551084,0.565320927,0.011547283,0.077931757,0.011551154,0.011340922,0.011547283,15,120.836,8.337169165,6.0418,8.387396061,0,10,66,0.108404385,5.933333333,0.21291866,0,433,0,47,821,0.017281106,0.054147465,37,4,6,0,25,419.3237917,0.0,119.459
15,0,0.0,185.665,12.37766667,5.730519118,13.25916008,0,0,0,2,0,0.0,0.323480324,0,0,0,12,1,0.0,0,0,10,2,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,185.665,12.37766667,12.37766667,6.100940583,1,0,2,0.0,0.0,0.268913966,0,0,0,12,1,0.0,0.923076923,0,0,10,2,0,568.136864,55.10625694,152.054
714,3,3485.768,0.0,4.868391061,4.868391061,7.448830439,0,31,28,110,45,0.14213198,0.282352941,0,404,0,15,591,0.004950495,1,0,0,0,7,0.021987011,0.021495478,0.310405593,0.011845191,0.027653305,0.011593659,0.011549906,0.011551155,0.150490019,0.06860945,0.040311663,0.10216907,0.011551145,0.968239454,0.012490128,0.011551156,0.011551154,0.011522626,0.011547283,3,185.665,5.022480164,12.37766667,4.868391061,2,0,112,0.141891892,8.4,0.279069767,0,404,0,27,592,0.004846527,0.04361874,1,0,10,2,7,514.1781711,50.54714033,64.568
143,0,449.38,0.0,3.120694444,3.120694444,6.997155226,0,6,0,12,14,0.100775194,0.194029851,0,129,0,3,129,0.0,0,0,0,0,6,0.011745547,0.058006573,0.810661699,0.011718133,0.01376985,0.043794601,0.04375189,0.011551155,0.253004083,0.029805882,0.517616405,0.10216907,0.011551145,0.968239454,0.012490128,0.011551156,0.011551154,0.011522626,0.011547283,3,185.665,4.709500571,12.37766667,4.575753488,3,0,124,0.134535368,6.466666667,0.263586957,0,533,0,30,721,0.003994674,0.039946738,1,0,10,2,13,312.2420144,0.0,126.088
138,0,601.129,0.0,4.324669065,4.324669065,7.090582855,0,10,2,15,6,0.180327869,0.349206349,0,114,0,2,122,0.0,0,0,0,0,5,0.011745547,0.058006573,0.936479932,0.011718133,0.058014207,0.043794601,0.04375189,0.011551155,0.396887865,0.197239462,0.393725921,0.10216907,0.011551145,0.9788706,0.029461201,0.011551156,0.011551154,0.011522626,0.011547283,3,185.665,4.656747535,12.37766667,4.540817818,4,0,139,0.141162515,6.263157895,0.276102088,0,647,0,32,843,0.003428571,0.036571429,1,0,10,2,18,514.1781711,50.54714033,64.568
159,3,971.329,0.0,6.108987421,6.108987421,8.201755821,1,7,4,10,19,0.123188406,0.23943662,0,74,0,11,138,0.020134228,10,0,0,0,2,0.011661546,0.012408486,0.936479932,0.011645978,0.038077747,0.011855987,0.04375189,0.011551155,0.245413225,0.258018894,0.011600233,0.10216907,0.011551145,0.985969066,0.014023165,0.011551156,0.011551155,0.011547283,0.011547283,6,185.665,4.853598465,12.37766667,4.756136442,4,1,149,0.138634047,5.913043478,0.270916335,0,721,0,43,981,0.005859375,0.041992188,11,0,10,2,20,570.0559347,27.96419616,44.1755
76,0,226.097,0.0,2.974960526,2.974960526,7.975768957,0,3,0,8,5,0.030769231,0.057971014,0,66,0,3,65,0.0,0,0,0,0,0,0.011661546,0.011551195,0.936479932,0.011645978,0.026660089,0.011556773,0.04375189,0.011551155,0.37340288,0.258018894,0.011556749,0.10216907,0.011551145,0.985969066,0.014023165,0.011551156,0.011551155,0.011547283,0.011547283,6,185.665,4.739285829,12.37766667,4.646436791,4,1,157,0.131931166,5.111111111,0.25722274,0,787,0,46,1046,0.005494505,0.042124542,11,0,10,2,20,555.1197367,0.0,0.92
83,0,472.443,0.0,5.692084337,5.692084337,8.409372183,0,1,1,18,5,0.15625,0.294117647,0,0,0,1,64,0.0,0,0,0,0,1,0.011661546,0.029906189,0.807586634,0.011645978,0.026660089,0.011556773,0.029904085,0.057994459,0.510479304,0.106114815,0.013782111,0.10216907,0.011551145,0.985969066,0.014023165,0.027653308,0.011551155,0.011547283,0.011547283,6,185.665,4.798656907,12.37766667,4.712335611,4,1,175,0.133333333,4.774193548,0.25942156,0,787,0,47,1110,0.005185825,0.040622299,11,0,10,2,21,170.0369627,0.0,75.365
160,0,966.635,0.0,6.003944099,6.003944099,8.799891292,0,5,7,22,7,0.147058824,0.285714286,0,137,0,3,136,0.0,0,0,0,0,1,0.011661546,0.208371309,0.972750373,0.011645978,0.026660089,0.027664136,0.021994718,0.011673356,0.636576241,0.188832172,0.345047407,0.10216907,0.011551145,0.995915209,0.014437119,0.011852918,0.011551155,0.011547283,0.011547283,6,185.665,4.928630944,12.37766667,4.8530318,4,1,197,0.134831461,4.8,0.262295082,0,924,0,50,1246,0.00462963,0.038580247,11,0,10,2,22,211.3545681,0.0,0.273
67,0,374.2,0.0,5.502941176,5.502941176,8.993744349,0,3,0,5,5,0.114754098,0.215384615,0,38,0,2,61,0.0,9,0,0,0,0,0.011661546,0.160357684,0.74031165,0.011645978,0.026660089,0.013771365,0.021994718,0.011673356,0.636576241,0.040297113,0.019856466,0.10216907,0.011551145,0.995915209,0.014437119,0.011852918,0.011551155,0.011547283,0.011547283,6,185.665,4.953648943,12.37766667,4.881617723,4,1,202,0.133894415,4.487179487,0.260029718,0,962,0,52,1307,0.004415011,0.038263429,20,0,10,2,22,570.0559347,27.96419616,44.1755
36,0,102.758,0.0,2.854388889,2.854388889,8.87694156,0,1,0,4,2,0.137931034,0.242424242,0,22,0,3,29,0.0,0,0,0,0,1,0.011613843,0.014798278,0.74031165,0.011605002,0.026660089,0.031920172,0.021994718,0.011673356,0.740166968,0.040297113,0.086517735,0.10216907,0.011551145,0.995915209,0.014437119,0.011852918,0.011551155,0.011547283,0.011547283,6,185.665,4.906326863,12.37766667,4.835486094,4,1,206,0.133982036,4.162790698,0.259608412,0,984,0,55,1336,0.004313444,0.039539899,20,0,10,2,23,555.1197367,0.0,0.92
89,2,651.686,0.0,7.322314607,7.322314607,9.465225877,2,4,3,14,10,0.107692308,0.202898551,0,38,0,10,65,0.026666667,4,0,0,0,0,0.011586753,0.013883501,0.74031165,0.011581733,0.014326772,0.065807481,0.021994718,0.011673356,0.740166968,0.015559713,0.282131885,0.10216907,0.011551154,0.995915209,0.014437119,0.011592124,0.011551155,0.01155063,0.011547283,8,185.665,5.03386121,12.37766667,4.96793836,4,3,220,0.132762313,3.957446809,0.256906077,0,1022,0,65,1401,0.005457026,0.044338336,24,0,10,2,23,570.0559347,27.96419616,44.1755
71,0,517.265,0.0,7.285422535,7.285422535,9.791017209,0,2,4,5,6,0.105263158,0.196721311,0,41,0,9,57,0.0,3,0,0,0,0,0.011586753,0.013883501,0.516152078,0.011581733,0.013127816,0.065807481,0.021994718,0.011673356,0.81900401,0.012097265,0.020452717,0.182824999,0.011551154,0.995915209,0.011943916,0.011551258,0.011551155,0.01155063,0.011547283,8,185.665,5.124846329,12.37766667,5.0623938,4,3,225,0.131687243,3.764705882,0.254473161,0,1063,0,74,1458,0.005221932,0.048302872,27,0,10,2,23,555.1197367,0.0,0.92
435,2,3969.835,0.0,9.084290618,9.084290618,11.54243293,0,31,19,40,52,0.123076923,0.243654822,0,395,0,7,390,0.005037783,7,0,0,0,8,0.079958731,0.014022308,0.687170616,0.011556755,0.080349161,0.035607798,0.011577564,0.011551461,0.059629993,0.026522884,0.014682257,0.296309343,0.011551155,0.999849639,0.011558394,0.028234857,0.011551155,0.011551084,0.011547283,10,185.665,5.913486782,12.37766667,5.868988068,4,3,265,0.12987013,4.363636364,0.252233316,0,1458,0,81,1848,0.005184033,0.041990669,34,0,10,2,31,570.0559347,27.96419616,44.1755
71,0,443.365,0.804,6.084506849,6.333785714,12.14460159,0,3,0,9,3,0.133333333,0.25,0,59,0,4,60,0.0,0,0,2,0,0,0.079958731,0.056655269,0.954389542,0.011556755,0.080349161,0.072486689,0.011577564,0.011551461,0.059629993,0.029303973,0.028474559,0.296309343,0.011551155,0.999849639,0.011558394,0.028234857,0.011551155,0.011551084,0.011547283,0,0.804,6.084506849,0.268,6.333785714,1,0,9,0.133333333,2.0,0.25,0,59,0,4,60,0.0,0.0625,0,0,2,0,0,461.5374397,44.56120087,173.5405
6,0,0.0,37.615,6.269166667,5.730519118,12.14460159,0,0,0,3,0,0.0,0.323480324,0,0,0,2,1,0.0,0,0,2,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,38.419,6.098531646,4.268777778,6.333785714,2,0,12,0.131147541,1.0,0.231884058,0,59,0,6,61,0.0,0.089552239,0,0,4,0,0,515.4094065,14.14857341,6.5115
8,0,0.0,46.119,5.764875,5.730519118,12.07768165,0,0,0,1,0,0.166056337,0.323480324,0,0,0,7,0,0.0,0,0,6,1,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,84.538,6.067850575,4.972823529,6.333785714,3,0,13,0.131147541,0.615384615,0.216216216,0,59,0,13,61,0.0,0.175675676,0,0,10,1,0,429.9280166,18.02561068,0.831
26,0,175.239,0.0,6.258535714,6.258535714,12.60494113,0,2,0,7,0,0.238095238,0.384615385,0,0,0,0,21,0.0,0,0,0,0,0,0.079958731,0.375620399,0.984775829,0.011556755,0.080349161,0.199201006,0.011577564,0.011551461,0.059629993,0.029303973,0.059505404,0.296309343,0.011551155,0.999849639,0.011558394,0.028234857,0.011551155,0.011551084,0.011547283,0,84.538,6.114278261,4.972823529,6.312285714,4,0,20,0.158536585,0.722222222,0.26,0,59,0,13,82,0.0,0.136842105,0,0,10,1,0,295.916315,0.0,79.2725
282,0,1243.144,0.0,4.377267606,4.377267606,8.953759326,0,12,1,55,10,0.167400881,0.326180258,0,148,0,2,227,0.0,0,0,0,0,3,0.018138604,0.181839377,0.999998153,0.011552961,0.080349161,0.259515674,0.011577564,0.011551461,0.456031465,0.324346068,0.049762647,0.296309343,0.011551155,0.999900509,0.011558394,0.028234857,0.011551155,0.011551084,0.011547283,0,0.0,4.377267606,5.24969423,4.377267606,1,0,55,0.167400881,6.333333333,0.326180258,0,148,0,2,227,0.0,0.008733624,0,0,0,0,3,260.6786393,60.61856213,99.6955
11,0,0.017,92.98,7.74975,0.017,8.936517834,0,0,0,3,0,0.166056337,0.323480324,0,0,0,9,0,0.0,0,0,8,1,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,0,92.98,4.513989865,8.452727273,4.361968421,2,0,58,0.167400881,3.166666667,0.317991632,0,148,0,11,227,0.0,0.046218487,0,0,8,1,3,510.6006303,54.88639744,63.2005
397,0,1786.523,0.0,4.477501253,4.477501253,8.540733489,0,17,6,93,14,0.154605263,0.303225806,0,209,0,2,304,0.0,0,0,0,0,15,0.089470941,0.011554098,0.999999998,0.0115514,0.080349161,0.999988386,0.043830878,0.011551211,0.933942787,0.587961047,0.015563128,0.296309343,0.011551155,0.999900509,0.057997948,0.012472552,0.011551155,0.011551084,0.011547283,0,92.98,4.493041727,8.452727273,4.429362573,3,0,151,0.16007533,4.722222222,0.309653916,0,357,0,13,531,0.0,0.023897059,0,0,8,1,18,623.5281073,0.0,506.664
